experiment,source,target,base,arm,k,draw_seed,auc,fold_auc,fold_gap,fold_diverged
few-label,UCEC,COAD,single,warm,40,19,0.7371046124989342,0.7627046595686118,0.025600047069677556,True
few-label,target-only,COAD,target-only,cold,all,,0.6879955665444624,0.7025113018395044,0.01451573529504202,True
few-label,UCEC,COAD,single,warm,all,,0.7263193793162248,0.726256310830293,6.306848593184977e-05,False
few-label,STAD,COAD,single,warm,0,,0.7611902122943133,0.7669426541680762,0.005752441873762892,False
few-label,STAD,COAD,single,warm,3,0,0.7517691192770056,0.7837264217631645,0.03195730248615891,True
few-label,STAD,COAD,single,warm,3,1,0.7777304117998124,0.7840129575268602,0.006282545727047784,False
few-label,STAD,COAD,single,warm,3,2,0.7558615397732117,0.7540720281594164,0.0017895116137952582,False
few-label,STAD,COAD,single,warm,3,3,0.7721033336175293,0.7788770771874048,0.00677374356987559,False
few-label,STAD,COAD,single,warm,3,4,0.7777730411799813,0.7766966042343401,0.0010764369456411904,False
few-label,STAD,COAD,single,warm,3,5,0.7611049535339757,0.7718162235535622,0.010711270019586494,True
few-label,STAD,COAD,single,warm,3,6,0.7868530991559383,0.7775933568803479,0.009259742275590344,False
few-label,STAD,COAD,single,warm,3,7,0.7892829738255606,0.7833467849594961,0.005936188866064507,False
few-label,STAD,COAD,single,warm,3,8,0.7579077500213147,0.7722400613289391,0.014332311307624357,True
few-label,STAD,COAD,single,warm,3,9,0.7352715491516754,0.7692489611789514,0.033977412027276,True
few-label,STAD,COAD,single,warm,3,10,0.7662631085344019,0.773282324097617,0.007019215563215053,False
few-label,STAD,COAD,single,warm,3,11,0.7327990451018842,0.7613070430066459,0.02850799790476166,True
few-label,STAD,COAD,single,warm,3,12,0.76417426890613,0.7751554212090458,0.010981152302915742,True
few-label,STAD,COAD,single,warm,3,13,0.7649415977491687,0.7643494949274492,0.000592102821719509,False
few-label,STAD,COAD,single,warm,3,14,0.7809702446926422,0.7828090454728984,0.0018388007802562223,False
few-label,STAD,COAD,single,warm,3,15,0.7549663227896667,0.7729904902556342,0.018024167465967467,True
few-label,STAD,COAD,single,warm,3,16,0.7761531247335662,0.7829951414579022,0.006842016724335931,False
few-label,STAD,COAD,single,warm,3,17,0.7456731179128656,0.7602183355097953,0.014545217596929727,True
few-label,STAD,COAD,single,warm,3,18,0.7631937931622474,0.7744532394120279,0.01125944624978048,True
few-label,STAD,COAD,single,warm,3,19,0.7727427743200614,0.7982365601958452,0.02549378587578377,True
few-label,STAD,COAD,single,warm,5,0,0.7319890868786767,0.7621792464955325,0.030190159616855783,True
few-label,STAD,COAD,single,warm,5,1,0.7539432176656151,0.7572469781129166,0.003303760447301518,False
few-label,STAD,COAD,single,warm,5,2,0.7144684116292949,0.7422943279825107,0.02782591635321585,True
few-label,STAD,COAD,single,warm,5,3,0.7781567056015006,0.7798041608617577,0.0016474552602571135,False
few-label,STAD,COAD,single,warm,5,4,0.7725296274192173,0.7845872009486705,0.012057573529453247,True
few-label,STAD,COAD,single,warm,5,5,0.7420069912183477,0.763428125829814,0.02142113461146633,True
few-label,STAD,COAD,single,warm,5,6,0.7739363969647882,0.7749342902490867,0.0009978932842984456,False
few-label,STAD,COAD,single,warm,5,7,0.7688635007246993,0.7770031525354265,0.008139651810727178,False
few-label,STAD,COAD,single,warm,5,8,0.7836132662631086,0.7976516672668609,0.01403840100375231,True
few-label,STAD,COAD,single,warm,5,9,0.746696223036917,0.753550530292834,0.006854307255917069,False
few-label,STAD,COAD,single,warm,5,10,0.7939722056441298,0.7936681144079356,0.00030409123619423717,False
few-label,STAD,COAD,single,warm,5,11,0.7110154318356211,0.7359548526614067,0.024939420825785596,True
few-label,STAD,COAD,single,warm,5,12,0.7823770142382129,0.7889776169984709,0.006600602760257979,False
few-label,STAD,COAD,single,warm,5,13,0.7426464319208799,0.7556992529703553,0.013052821049475472,True
few-label,STAD,COAD,single,warm,5,14,0.7669025492369341,0.7648665501441073,0.0020359990928268124,False
few-label,STAD,COAD,single,warm,5,15,0.7922244010572086,0.7933216271205347,0.0010972260633260733,False
few-label,STAD,COAD,single,warm,5,16,0.7355699548128569,0.7583513306730785,0.022781375860221553,True
few-label,STAD,COAD,single,warm,5,17,0.7180919089436439,0.7364563767910342,0.01836446784739021,True
few-label,STAD,COAD,single,warm,5,18,0.7448205303094892,0.7574314493296619,0.01261091902017264,True
few-label,STAD,COAD,single,warm,5,19,0.7371898712592718,0.7525298623918286,0.015339991132556796,True
few-label,STAD,COAD,single,warm,10,0,0.7544973996078097,0.7681260704979673,0.013628670890157624,True
few-label,STAD,COAD,single,warm,10,1,0.807144684116293,0.815502791812623,0.008358107696329942,False
few-label,STAD,COAD,single,warm,10,2,0.7766220479154233,0.7945665360789491,0.017944488163525785,True
few-label,STAD,COAD,single,warm,10,3,0.7639184926251172,0.7713142792879636,0.007395786662846349,False
few-label,STAD,COAD,single,warm,10,4,0.6986955409668344,0.7131890448181412,0.014493503851306766,True
few-label,STAD,COAD,single,warm,10,5,0.7428595788217239,0.7637911457405003,0.0209315669187764,True
few-label,STAD,COAD,single,warm,10,6,0.7711228578736466,0.7757592742135939,0.004636416339947269,False
few-label,STAD,COAD,single,warm,10,7,0.7827180492795635,0.7938194809714174,0.011101431691853958,True
few-label,STAD,COAD,single,warm,10,8,0.7469946286980987,0.7536407261501601,0.00664609745206135,False
few-label,STAD,COAD,single,warm,10,9,0.724912609770654,0.7480870645408878,0.023174454770233832,True
few-label,STAD,COAD,single,warm,10,10,0.7193707903487083,0.7449203869615986,0.025549596612890246,True
few-label,STAD,COAD,single,warm,10,11,0.7633643106829227,0.7802836239122237,0.01691931322930107,True
few-label,STAD,COAD,single,warm,10,12,0.7783272231221758,0.7861974123746716,0.007870189252495718,False
few-label,STAD,COAD,single,warm,10,13,0.7736379913036066,0.77027922491279,0.003358766390816559,False
few-label,STAD,COAD,single,warm,10,14,0.7176229857617871,0.7521974760316369,0.03457449026984982,True
few-label,STAD,COAD,single,warm,10,15,0.775556313411203,0.7665234057567722,0.009032907654430766,False
few-label,STAD,COAD,single,warm,10,16,0.7573109386989513,0.759286564257766,0.0019756255588146976,False
few-label,STAD,COAD,single,warm,10,17,0.7580782675419899,0.7596379688941753,0.0015597013521854164,False
few-label,STAD,COAD,single,warm,10,18,0.7335237445647541,0.7703456682344468,0.036821923669692724,True
few-label,STAD,COAD,single,warm,10,19,0.762170688038196,0.7685201325762399,0.006349444538043869,False
few-label,STAD,COAD,single,warm,25,0,0.7749168727086708,0.779821921155089,0.004905048446418148,False
few-label,STAD,COAD,single,warm,25,1,0.7961889334129082,0.7957175328257751,0.0004714005871331306,False
few-label,STAD,COAD,single,warm,25,2,0.7939295762639612,0.7994036651861874,0.005474088922226228,False
few-label,STAD,COAD,single,warm,25,3,0.7652826327905193,0.7791857940691109,0.013903161278591591,True
few-label,STAD,COAD,single,warm,25,4,0.7828459374200699,0.7886782995223908,0.005832362102320854,False
few-label,STAD,COAD,single,warm,25,5,0.8334043823002814,0.8273795961844621,0.006024786115819247,False
few-label,STAD,COAD,single,warm,25,6,0.6954983374541734,0.7295743719482548,0.034076034494081364,True
few-label,STAD,COAD,single,warm,25,7,0.784167448205303,0.7843357274414872,0.00016827923618412122,False
few-label,STAD,COAD,single,warm,25,8,0.7957200102310513,0.791645299751556,0.004074710479495369,False
few-label,STAD,COAD,single,warm,25,9,0.7565862392360816,0.7674346073213998,0.010848368085318194,True
few-label,STAD,COAD,single,warm,25,10,0.7686503538238555,0.7753025063869156,0.006652152563060065,False
few-label,STAD,COAD,single,warm,25,11,0.7693324239065565,0.7736230270887668,0.004290603182210306,False
few-label,STAD,COAD,single,warm,25,12,0.7711654872538153,0.7727344128342143,0.0015689255803990054,False
few-label,STAD,COAD,single,warm,25,13,0.7438826839457755,0.7652159335203028,0.021333249574527313,True
few-label,STAD,COAD,single,warm,25,14,0.7435416489044249,0.7563339783905821,0.012792329486157272,True
few-label,STAD,COAD,single,warm,25,15,0.769886605848751,0.7778626209937034,0.007976015144952386,False
few-label,STAD,COAD,single,warm,25,16,0.7770909710972802,0.7803522831025314,0.003261312005251149,False
few-label,STAD,COAD,single,warm,25,17,0.7783698525023446,0.804607613615558,0.02623776111321341,True
few-label,STAD,COAD,single,warm,25,18,0.7232074345639015,0.7424056531022767,0.019198218538375222,True
few-label,STAD,COAD,single,warm,25,19,0.7677977662204791,0.7741584312741215,0.006360665053642411,False
few-label,STAD,COAD,single,warm,40,0,0.7422201381191917,0.7576465437905358,0.015426405671344012,True
few-label,STAD,COAD,single,warm,40,1,0.7805013215107852,0.7884587545302539,0.007957433019468718,False
few-label,STAD,COAD,single,warm,40,2,0.7611902122943132,0.7731931691832387,0.012002956888925498,True
few-label,STAD,COAD,single,warm,40,3,0.7556057634921989,0.7684831345417245,0.012877371049525577,True
few-label,STAD,COAD,single,warm,40,4,0.7567141273765879,0.7561769166506009,0.0005372107259870029,False
few-label,STAD,COAD,single,warm,40,5,0.7729132918407366,0.7726740593622421,0.00023923247849455542,False
few-label,STAD,COAD,single,warm,40,6,0.7536874413846024,0.7591730929888826,0.005485651604280162,False
few-label,STAD,COAD,single,warm,40,7,0.7782419643618382,0.7786838976978004,0.00044193333596220796,False
few-label,STAD,COAD,single,warm,40,8,0.7660499616335579,0.7669935057770212,0.0009435441434633152,False
few-label,STAD,COAD,single,warm,40,9,0.7720607042373604,0.766699386346854,0.005361317890506423,False
few-label,STAD,COAD,single,warm,40,10,0.7379572001023105,0.7551550465423356,0.01719784644002509,True
few-label,STAD,COAD,single,warm,40,11,0.7361667661352204,0.7625648476537255,0.02639808151850509,True
few-label,STAD,COAD,single,warm,40,12,0.7890271975445476,0.7832302035931629,0.005796993951384777,False
few-label,STAD,COAD,single,warm,40,13,0.747847216301475,0.7603338450140834,0.012486628712608416,True
few-label,STAD,COAD,single,warm,40,14,0.7402591866314264,0.7515857483573471,0.011326561725920725,True
few-label,STAD,COAD,single,warm,40,15,0.7657515559723761,0.775640470916042,0.00988891494366595,False
few-label,STAD,COAD,single,warm,40,16,0.7462272998550601,0.7592213649750889,0.012994065120028764,True
few-label,STAD,COAD,single,warm,40,17,0.7522806718390315,0.7712780869687522,0.01899741512972075,True
few-label,STAD,COAD,single,warm,40,18,0.7607212891124564,0.7653754972821506,0.004654208169694196,False
few-label,STAD,COAD,single,warm,40,19,0.8049279563475148,0.8083407151162861,0.00341275876877134,False
few-label,STAD,COAD,single,warm,all,,0.7454173416318527,0.7578261006895565,0.012408759057703778,True
few-label,STAD+UCEC,COAD,pooled,warm,0,,0.7930769886605848,0.7761292472836663,0.016947741376918568,True
few-label,STAD+UCEC,COAD,pooled,warm,3,0,0.7900076732884305,0.7777714642193292,0.012236209069101278,True
few-label,STAD+UCEC,COAD,pooled,warm,3,1,0.796018415892233,0.7808558236423182,0.015162592249914786,True
few-label,STAD+UCEC,COAD,pooled,warm,3,2,0.778966663824708,0.7561683775233925,0.02279828630131553,True
few-label,STAD+UCEC,COAD,pooled,warm,3,3,0.7841674482053033,0.7674869497158474,0.016680498489455853,True
few-label,STAD+UCEC,COAD,pooled,warm,3,4,0.7923522891977149,0.7777066450596739,0.014645644138041036,True
few-label,STAD+UCEC,COAD,pooled,warm,3,5,0.7992156194048938,0.7856968934188397,0.013518725986054081,True
few-label,STAD+UCEC,COAD,pooled,warm,3,6,0.7952937164293631,0.7779534309891807,0.0173402854401824,True
few-label,STAD+UCEC,COAD,pooled,warm,3,7,0.7866825816352631,0.7688653812809721,0.017817200354290907,True
few-label,STAD+UCEC,COAD,pooled,warm,3,8,0.788515644982522,0.7730416419617016,0.01547400302082047,True
few-label,STAD+UCEC,COAD,pooled,warm,3,9,0.7925228067183903,0.7893472657211487,0.0031755409972415993,False
few-label,STAD+UCEC,COAD,pooled,warm,3,10,0.8027964873390742,0.7820983190923608,0.020698168246713333,True
few-label,STAD+UCEC,COAD,pooled,warm,3,11,0.7744479495268138,0.7619202450975043,0.012527704429309505,True
few-label,STAD+UCEC,COAD,pooled,warm,3,12,0.795080569528519,0.7733584529781152,0.02172211655040379,True
few-label,STAD+UCEC,COAD,pooled,warm,3,13,0.7983630318015176,0.7779611728886804,0.02040185891283719,True
few-label,STAD+UCEC,COAD,pooled,warm,3,14,0.798704066842868,0.7859607424463433,0.012743324396524702,True
few-label,STAD+UCEC,COAD,pooled,warm,3,15,0.8016028646943474,0.7827476171075972,0.018855247586750168,True
few-label,STAD+UCEC,COAD,pooled,warm,3,16,0.8053542501492029,0.7843185867426186,0.02103566340658436,True
few-label,STAD+UCEC,COAD,pooled,warm,3,17,0.7825475317588882,0.769893510384573,0.01265402137431526,True
few-label,STAD+UCEC,COAD,pooled,warm,3,18,0.819379316224742,0.805699995028694,0.013679321196047978,True
few-label,STAD+UCEC,COAD,pooled,warm,3,19,0.8150311194475233,0.8000310348925046,0.015000084555018667,True
few-label,STAD+UCEC,COAD,pooled,warm,5,0,0.7890271975445478,0.7746730735886644,0.014354123955883313,True
few-label,STAD+UCEC,COAD,pooled,warm,5,1,0.778497740642851,0.7546009460031307,0.023896794639720387,True
few-label,STAD+UCEC,COAD,pooled,warm,5,2,0.7584193025833403,0.7510829407820471,0.007336361801293267,False
few-label,STAD+UCEC,COAD,pooled,warm,5,3,0.7906044846107937,0.7769282870941263,0.013676197516667377,True
few-label,STAD+UCEC,COAD,pooled,warm,5,4,0.7865973228749253,0.7785379013571665,0.008059421517758847,False
few-label,STAD+UCEC,COAD,pooled,warm,5,5,0.7821212379572001,0.7620289014747803,0.020092336482419815,True
few-label,STAD+UCEC,COAD,pooled,warm,5,6,0.8069741665956177,0.7865060461991942,0.02046812039642354,True
few-label,STAD+UCEC,COAD,pooled,warm,5,7,0.8084661949015262,0.7915081038348168,0.016958091066709313,True
few-label,STAD+UCEC,COAD,pooled,warm,5,8,0.7973825560576349,0.777985927566861,0.019396628490773837,True
few-label,STAD+UCEC,COAD,pooled,warm,5,9,0.7914570722141699,0.7687339302537912,0.022723141960378723,True
few-label,STAD+UCEC,COAD,pooled,warm,5,10,0.7834427487424332,0.7743680385045827,0.009074710237850558,False
few-label,STAD+UCEC,COAD,pooled,warm,5,11,0.7700571233694262,0.7461081349964169,0.023948988373009295,True
few-label,STAD+UCEC,COAD,pooled,warm,5,12,0.789155085685054,0.7839842203476761,0.005170865337377872,False
few-label,STAD+UCEC,COAD,pooled,warm,5,13,0.7793503282462272,0.7707227145027542,0.008627613743472984,False
few-label,STAD+UCEC,COAD,pooled,warm,5,14,0.7986614374626992,0.7757080891634021,0.022953348299297183,True
few-label,STAD+UCEC,COAD,pooled,warm,5,15,0.7923949185778838,0.7678227098952025,0.024572208682681285,True
few-label,STAD+UCEC,COAD,pooled,warm,5,16,0.7970841503964533,0.7883837666250775,0.00870038377137583,False
few-label,STAD+UCEC,COAD,pooled,warm,5,17,0.7582487850626652,0.7487633331029556,0.009485451959709623,False
few-label,STAD+UCEC,COAD,pooled,warm,5,18,0.7880040924204962,0.7725926069406704,0.015411485479825737,True
few-label,STAD+UCEC,COAD,pooled,warm,5,19,0.7891550856850542,0.7654495460955243,0.023705539589529923,True
few-label,STAD+UCEC,COAD,pooled,warm,10,0,0.7838264131639526,0.7736935050495128,0.010132908114439787,True
few-label,STAD+UCEC,COAD,pooled,warm,10,1,0.8129849091994202,0.7969117514395567,0.01607315775986351,True
few-label,STAD+UCEC,COAD,pooled,warm,10,2,0.798021996760167,0.7837240779743262,0.014297918785840857,True
few-label,STAD+UCEC,COAD,pooled,warm,10,3,0.7845084832466536,0.765849236662047,0.018659246584606604,True
few-label,STAD+UCEC,COAD,pooled,warm,10,4,0.7591440020462104,0.7433877812576919,0.01575622078851846,True
few-label,STAD+UCEC,COAD,pooled,warm,10,5,0.7790092932048768,0.7508492972877283,0.02815999591714846,True
few-label,STAD+UCEC,COAD,pooled,warm,10,6,0.7953789751897008,0.7739403994989894,0.021438575690711392,True
few-label,STAD+UCEC,COAD,pooled,warm,10,7,0.7976383323386479,0.7807867091531441,0.016851623185503817,True
few-label,STAD+UCEC,COAD,pooled,warm,10,8,0.7713360047744906,0.757501930321692,0.013834074452798606,True
few-label,STAD+UCEC,COAD,pooled,warm,10,9,0.7744905789069827,0.7527660436771659,0.021724535229816766,True
few-label,STAD+UCEC,COAD,pooled,warm,10,10,0.7877909455196521,0.7745350192122784,0.013255926307373711,True
few-label,STAD+UCEC,COAD,pooled,warm,10,11,0.7946116463466621,0.7853622214704639,0.009249424876198287,False
few-label,STAD+UCEC,COAD,pooled,warm,10,12,0.7850200358086793,0.7832901714858022,0.0017298643228771393,False
few-label,STAD+UCEC,COAD,pooled,warm,10,13,0.7974251854378037,0.7893860437256663,0.008039141712137376,False
few-label,STAD+UCEC,COAD,pooled,warm,10,14,0.7906897433711313,0.7863046664799395,0.00438507689119183,False
few-label,STAD+UCEC,COAD,pooled,warm,10,15,0.7804586921306165,0.7553491863427315,0.025109505787884956,True
few-label,STAD+UCEC,COAD,pooled,warm,10,16,0.7657089265922074,0.7540960419917718,0.011612884600435525,True
few-label,STAD+UCEC,COAD,pooled,warm,10,17,0.773296956262256,0.7687389755229874,0.004557980739268608,False
few-label,STAD+UCEC,COAD,pooled,warm,10,18,0.777389376758462,0.7655455929373506,0.011843783821111398,True
few-label,STAD+UCEC,COAD,pooled,warm,10,19,0.7725296274192173,0.7572408579503913,0.015288769468825958,True
few-label,STAD+UCEC,COAD,pooled,warm,25,0,0.7828033080399012,0.7782139977422997,0.004589310297601457,False
few-label,STAD+UCEC,COAD,pooled,warm,25,1,0.7991729900247251,0.7852159583768323,0.013957031647892748,True
few-label,STAD+UCEC,COAD,pooled,warm,25,2,0.8043311450251512,0.7880309791168779,0.016300165908273323,True
few-label,STAD+UCEC,COAD,pooled,warm,25,3,0.7957626396112201,0.7957839682660934,2.1328654873364883e-05,False
few-label,STAD+UCEC,COAD,pooled,warm,25,4,0.7941427231648052,0.7751879711373256,0.018954752027479538,True
few-label,STAD+UCEC,COAD,pooled,warm,25,5,0.8113649927530053,0.8015067294506222,0.009858263302383152,False
few-label,STAD+UCEC,COAD,pooled,warm,25,6,0.7571830505584449,0.7545786066520923,0.002604443906352616,False
few-label,STAD+UCEC,COAD,pooled,warm,25,7,0.7908176315116379,0.7684977568497925,0.022319874661845374,True
few-label,STAD+UCEC,COAD,pooled,warm,25,8,0.7927785829994032,0.7679375197791285,0.024841063220274684,True
few-label,STAD+UCEC,COAD,pooled,warm,25,9,0.7995140250660755,0.7663225352932403,0.03319148977283515,True
few-label,STAD+UCEC,COAD,pooled,warm,25,10,0.797808849859323,0.7903143023257224,0.007494547533600571,False
few-label,STAD+UCEC,COAD,pooled,warm,25,11,0.808295677380851,0.7774739570260921,0.03082172035475883,True
few-label,STAD+UCEC,COAD,pooled,warm,25,12,0.7924375479580525,0.7779578014945444,0.014479746463508136,True
few-label,STAD+UCEC,COAD,pooled,warm,25,13,0.7649842271293374,0.7490350410375237,0.015949186091813727,True
few-label,STAD+UCEC,COAD,pooled,warm,25,14,0.7828459374200699,0.7794203342172558,0.0034256032028141536,False
few-label,STAD+UCEC,COAD,pooled,warm,25,15,0.7964020803137521,0.7839420988368356,0.012459981476916515,True
few-label,STAD+UCEC,COAD,pooled,warm,25,16,0.7929064711399095,0.785286006501498,0.007620464638411484,False
few-label,STAD+UCEC,COAD,pooled,warm,25,17,0.7952510870491942,0.7801743928034892,0.015076694245705013,True
few-label,STAD+UCEC,COAD,pooled,warm,25,18,0.7809276153124732,0.771705870263467,0.009221745049006191,False
few-label,STAD+UCEC,COAD,pooled,warm,25,19,0.7799045101884218,0.7662985681426595,0.013605942045762265,True
few-label,STAD+UCEC,COAD,pooled,warm,40,0,0.7965299684542586,0.7887265715085974,0.007803396945661234,False
few-label,STAD+UCEC,COAD,pooled,warm,40,1,0.7941427231648052,0.7761280590203132,0.018014664144491932,True
few-label,STAD+UCEC,COAD,pooled,warm,40,2,0.7946116463466621,0.779507267806672,0.015104378539990138,True
few-label,STAD+UCEC,COAD,pooled,warm,40,3,0.7845084832466537,0.7670889475745483,0.017419535672105413,True
few-label,STAD+UCEC,COAD,pooled,warm,40,4,0.7807997271719669,0.771964279954846,0.008835447217120929,False
few-label,STAD+UCEC,COAD,pooled,warm,40,5,0.7823343848580442,0.7720520604850296,0.010282324373014573,True
few-label,STAD+UCEC,COAD,pooled,warm,40,6,0.7745332082871514,0.7740143070545255,0.0005189012326259901,False
few-label,STAD+UCEC,COAD,pooled,warm,40,7,0.8124307272572258,0.7884171550065295,0.024013572250696225,True
few-label,STAD+UCEC,COAD,pooled,warm,40,8,0.7917981072555206,0.7872576858207444,0.004540421434776176,False
few-label,STAD+UCEC,COAD,pooled,warm,40,9,0.782163867337369,0.7690386343216533,0.013125233015715665,True
few-label,STAD+UCEC,COAD,pooled,warm,40,10,0.7778582999403189,0.765515600806564,0.012342699133754853,True
few-label,STAD+UCEC,COAD,pooled,warm,40,11,0.763747975104442,0.7519571406746184,0.011790834429823649,True
few-label,STAD+UCEC,COAD,pooled,warm,40,12,0.7945263875863244,0.7784849090554156,0.01604147853090887,True
few-label,STAD+UCEC,COAD,pooled,warm,40,13,0.7827180492795636,0.7791176653535145,0.003600383926049111,False
few-label,STAD+UCEC,COAD,pooled,warm,40,14,0.7820786085770314,0.7623014866629563,0.019777121914075102,True
few-label,STAD+UCEC,COAD,pooled,warm,40,15,0.7973399266774661,0.7806691971826034,0.0166707294948627,True
few-label,STAD+UCEC,COAD,pooled,warm,40,16,0.7886435331230284,0.7836234993628242,0.005020033760204212,False
few-label,STAD+UCEC,COAD,pooled,warm,40,17,0.7798192514280844,0.7649992955295835,0.014819955898500936,True
few-label,STAD+UCEC,COAD,pooled,warm,40,18,0.7892829738255606,0.78890219622593,0.0003807775996305107,False
few-label,STAD+UCEC,COAD,pooled,warm,40,19,0.7946969051069996,0.7967007031366515,0.002003798029651893,False
few-label,STAD+UCEC,COAD,pooled,warm,all,,0.7827180492795635,0.7756862135988254,0.007031835680738063,False
few-label,target-only,STAD,target-only,cold,0,,0.5,0.5,0.0,False
few-label,COAD,STAD,single,warm,0,,0.7648938363224077,0.7775903019920293,0.01269646566962157,True
few-label,target-only,STAD,target-only,cold,3,0,0.6993918779633065,0.6971234934886291,0.002268384474677365,False
few-label,COAD,STAD,single,warm,3,0,0.8020511234796948,0.8037815516768019,0.0017304281971071145,False
few-label,target-only,STAD,target-only,cold,3,1,0.757627293341579,0.7543688041036368,0.0032584892379421415,False
few-label,COAD,STAD,single,warm,3,1,0.8379715522572665,0.8285867398961809,0.00938481236108557,False
few-label,target-only,STAD,target-only,cold,3,2,0.6381158524015668,0.612176455726465,0.02593939667510181,True
few-label,COAD,STAD,single,warm,3,2,0.800453514739229,0.809092219677515,0.008638704938286002,False
few-label,target-only,STAD,target-only,cold,3,3,0.6055967841682127,0.6335030399939325,0.027906255825719817,True
few-label,COAD,STAD,single,warm,3,3,0.806895485466914,0.8177855267933944,0.010890041326480415,True
few-label,target-only,STAD,target-only,cold,3,4,0.7283549783549784,0.718070826204304,0.010284152150674464,True
few-label,COAD,STAD,single,warm,3,4,0.8037002679859823,0.8075205607864581,0.0038202928004757997,False
few-label,target-only,STAD,target-only,cold,3,5,0.7524221809936096,0.7438223450828891,0.008599835910720444,False
few-label,COAD,STAD,single,warm,3,5,0.7933415790558649,0.8069126139526313,0.013571034896766365,True
few-label,target-only,STAD,target-only,cold,3,6,0.6738816738816737,0.6495865601879421,0.024295113693731607,True
few-label,COAD,STAD,single,warm,3,6,0.7966398680684396,0.8118666804799737,0.015226812411534119,True
few-label,target-only,STAD,target-only,cold,3,7,0.6389404246547105,0.6635243513311544,0.024583926676443935,True
few-label,COAD,STAD,single,warm,3,7,0.8127705627705627,0.829265550348061,0.016494987577498343,True
few-label,target-only,STAD,target-only,cold,3,8,0.6945475159760874,0.7353311380812617,0.04078362210517428,True
few-label,COAD,STAD,single,warm,3,8,0.8140589569160998,0.8378530637478272,0.023794106831727446,True
few-label,target-only,STAD,target-only,cold,3,9,0.7148010719439291,0.6974084935375258,0.017392578406403292,True
few-label,COAD,STAD,single,warm,3,9,0.8272521129663987,0.8194251634891119,0.007826949477286793,False
few-label,target-only,STAD,target-only,cold,3,10,0.7114512471655329,0.7179239925180825,0.006472745352549603,False
few-label,COAD,STAD,single,warm,3,10,0.8185425685425685,0.8244543954354236,0.005911826892855188,False
few-label,target-only,STAD,target-only,cold,3,11,0.6815605029890743,0.6574372616807885,0.024123241308285803,True
few-label,COAD,STAD,single,warm,3,11,0.7896825396825395,0.8005443398836135,0.010861800201073968,True
few-label,target-only,STAD,target-only,cold,3,12,0.6416718202432489,0.6663741713186119,0.024702351075363005,True
few-label,COAD,STAD,single,warm,3,12,0.813234384662956,0.8302477930699489,0.017013408406992947,True
few-label,target-only,STAD,target-only,cold,3,13,0.5722016079158936,0.601457020535974,0.029255412620080468,True
few-label,COAD,STAD,single,warm,3,13,0.7755102040816326,0.8059443059342447,0.030434101852612083,True
few-label,target-only,STAD,target-only,cold,3,14,0.6995980210265925,0.7084582385570366,0.008860217530444081,False
few-label,COAD,STAD,single,warm,3,14,0.8129767058338487,0.8258484283572344,0.012871722523385642,True
few-label,target-only,STAD,target-only,cold,3,15,0.6588847660276231,0.6392079004028044,0.01967686562481874,True
few-label,COAD,STAD,single,warm,3,15,0.7917955060812203,0.8011591871288795,0.009363681047659167,False
few-label,target-only,STAD,target-only,cold,3,16,0.5978664192949907,0.6119129644870823,0.014046545192091586,True
few-label,COAD,STAD,single,warm,3,16,0.7934446505875077,0.8068269810066637,0.013382330419156041,True
few-label,target-only,STAD,target-only,cold,3,17,0.7213976499690786,0.7255137862969288,0.004116136327850128,False
few-label,COAD,STAD,single,warm,3,17,0.7940115440115441,0.8213672190194907,0.027355675007946667,True
few-label,target-only,STAD,target-only,cold,3,18,0.6056998556998557,0.6481646273637375,0.04246477166388174,True
few-label,COAD,STAD,single,warm,3,18,0.8093176664605235,0.8144441919634069,0.0051265255028833945,False
few-label,target-only,STAD,target-only,cold,3,19,0.7481447124304267,0.7189501763687007,0.02919453606172595,True
few-label,COAD,STAD,single,warm,3,19,0.8156050298907442,0.8179815969478288,0.0023765670570845554,False
few-label,target-only,STAD,target-only,cold,5,0,0.6534219748505463,0.6546930534774474,0.0012710786269011232,False
few-label,COAD,STAD,single,warm,5,0,0.7980313337456194,0.8171104557657903,0.019079122020170924,True
few-label,target-only,STAD,target-only,cold,5,1,0.6641414141414141,0.6714684367362498,0.0073270225948356416,False
few-label,COAD,STAD,single,warm,5,1,0.7898371469800041,0.8015694764223416,0.011732329442337486,True
few-label,target-only,STAD,target-only,cold,5,2,0.7659245516388372,0.7339977924847494,0.031926759154087825,True
few-label,COAD,STAD,single,warm,5,2,0.8033910533910533,0.814499313001893,0.011108259610839721,True
few-label,target-only,STAD,target-only,cold,5,3,0.7591733663162233,0.7884718498403263,0.029298483524102914,True
few-label,COAD,STAD,single,warm,5,3,0.8172541743970315,0.8277081952262708,0.010454020829239297,True
few-label,target-only,STAD,target-only,cold,5,4,0.7205215419501134,0.6979432195700465,0.022578322380066962,True
few-label,COAD,STAD,single,warm,5,4,0.7985982271696557,0.8181644251448278,0.019566197975172117,True
few-label,target-only,STAD,target-only,cold,5,5,0.7401566687280973,0.7395111801308308,0.0006454885972664304,False
few-label,COAD,STAD,single,warm,5,5,0.8223046794475366,0.8310845545664904,0.00877987511895384,False
few-label,target-only,STAD,target-only,cold,5,6,0.7045454545454545,0.7303023179852952,0.025756863439840738,True
few-label,COAD,STAD,single,warm,5,6,0.8154504225932797,0.8298325917426229,0.014382169149343205,True
few-label,target-only,STAD,target-only,cold,5,7,0.7438672438672439,0.7355291078580265,0.0083381360092174,False
