source,target,base,k,n_draws,warm_auc,warm_ci_lower,warm_ci_upper,cold_auc,cold_ci_lower,cold_ci_upper,lift,lift_ci_lower,lift_ci_upper,fold_warm_auc,fold_cold_auc,fold_lift,fold_diverged,confirmatory,confirmatory_passed
STAD+UCEC,COAD,pooled,5,20,0.676905533293546,0.6100690595958734,0.7462992902208201,0.6755392616591354,0.6342388524170861,0.7133903146048257,0.0013662716344106096,-0.059347663909966826,0.06448157345042192,0.7100395833560679,0.7193896871169214,-0.009350103760853545,True,False,
STAD+UCEC,COAD,pooled,all,1,0.7582487850626652,0.6915934862307102,0.8228333617529201,0.7672862136584534,0.6975786512064115,0.8351308721971181,-0.009037428595788155,-0.06833809361411886,0.05125117230795463,0.8059752410780217,0.7935674915396862,0.012407749538335455,True,False,
UCEC,COAD,single,0,1,0.5709779179810726,0.5018629039133771,0.6432784124818824,0.5,0.5,0.5,0.07097791798107256,0.001862903913377071,0.14327841248188244,0.5553867063643627,0.5,0.055386706364362714,True,False,
UCEC,COAD,single,10,20,0.592313922755563,0.5227703768437207,0.6591743221928553,0.7174204962059852,0.6727932368488363,0.7587723271378634,-0.1251065734504222,-0.1887919899394663,-0.061983385199079165,0.6374404453926301,0.7588196115591349,-0.12137916616650479,True,False,
UCEC,COAD,single,25,20,0.6657174524682411,0.5951187761104954,0.7312972120385371,0.7378399693068464,0.6799112776025236,0.7911672990024724,-0.07212251683860527,-0.13093033293545908,-0.01429943942365057,0.7054790189370378,0.7653919001058525,-0.05991288116881466,True,False,
UCEC,COAD,single,3,20,0.5701700912268735,0.5043523531417854,0.638728045869213,0.6613138374968028,0.6260507609344359,0.694428819592463,-0.09114374626992938,-0.15943574686674072,-0.021834448802114517,0.5857579887369609,0.7007020665779107,-0.11494407784094973,True,False,
UCEC,COAD,single,40,20,0.6918791030778413,0.6217495630488534,0.7563205516241793,0.750556313411203,0.6923583105976638,0.8077366996333872,-0.05867721033336171,-0.11799609941171457,-0.004279243754795987,0.7387041343683349,0.7768560002449277,-0.038151865876592805,True,False,
UCEC,COAD,single,5,20,0.5729047659647029,0.5058860516668087,0.6421752706965641,0.6755392616591354,0.6342388524170861,0.7133903146048257,-0.1026344956944325,-0.16746563006223883,-0.0369837049194304,0.5937398811494143,0.7193896871169214,-0.12564980596750708,True,False,
UCEC,COAD,single,all,1,0.7145110410094637,0.6457423906556399,0.7811855230624947,0.7672862136584534,0.6975786512064115,0.8351308721971181,-0.05277517264898968,-0.1116474123966237,0.0017925654360985389,0.7640824751768147,0.7935674915396862,-0.029485016362871486,True,False,
COAD,STAD,single,0,1,0.7595856524427953,0.6936147186147186,0.8203540507111936,0.5,0.5,0.5,0.2595856524427953,0.19361471861471857,0.32035405071119355,0.7717757748222346,0.5,0.2717757748222346,True,False,
