experiment,source,target,base,arm,k,draw_seed,auc,rank_auc,rank_gap,rank_diverged
few-label,COAD+STAD,UCEC,pooled,warm,3,19,0.5869024485036922,0.582462106490478,0.0044403420132141935,False
few-label,COAD+STAD,UCEC,pooled,warm,5,0,0.5864166342790517,0.5945102992615624,0.00809366498251074,False
few-label,COAD+STAD,UCEC,pooled,warm,5,1,0.6048192771084338,0.6076272833268558,0.0028080062184220322,False
few-label,COAD+STAD,UCEC,pooled,warm,5,2,0.6165954139137194,0.6151282549553051,0.0014671589584143163,False
few-label,COAD+STAD,UCEC,pooled,warm,5,3,0.5917800233190829,0.5932471822774972,0.0014671589584143163,False
few-label,COAD+STAD,UCEC,pooled,warm,5,4,0.5893703847648659,0.5900408083948698,0.0006704236300039135,False
few-label,COAD+STAD,UCEC,pooled,warm,5,5,0.5686746987951807,0.5627380489700738,0.005936649825106888,False
few-label,COAD+STAD,UCEC,pooled,warm,5,6,0.5815973571706179,0.5840167120093276,0.0024193548387096975,False
few-label,COAD+STAD,UCEC,pooled,warm,5,7,0.6189856198989507,0.6263797123979791,0.007394092499028337,False
few-label,COAD+STAD,UCEC,pooled,warm,5,8,0.5522930431403031,0.5530411970462495,0.0007481539059464026,False
few-label,COAD+STAD,UCEC,pooled,warm,5,9,0.5883015934706568,0.5993684415079673,0.011066848037310506,True
few-label,COAD+STAD,UCEC,pooled,warm,5,10,0.6000582977069568,0.6012339681305869,0.001175670423630093,False
few-label,COAD+STAD,UCEC,pooled,warm,5,11,0.5953556160124368,0.599076952973183,0.003721336960746169,False
few-label,COAD+STAD,UCEC,pooled,warm,5,12,0.6060046638165566,0.6051010493587252,0.000903614457831381,False
few-label,COAD+STAD,UCEC,pooled,warm,5,13,0.6158375437232801,0.6160804508356005,0.00024290711232033413,False
few-label,COAD+STAD,UCEC,pooled,warm,5,14,0.5897007384376215,0.5883113097551497,0.0013894286824718272,False
few-label,COAD+STAD,UCEC,pooled,warm,5,15,0.6009910610182666,0.6016226195102993,0.0006315584920326689,False
few-label,COAD+STAD,UCEC,pooled,warm,5,16,0.632160901671201,0.6328313253012048,0.0006704236300038025,False
few-label,COAD+STAD,UCEC,pooled,warm,5,17,0.6048192771084336,0.6047804119704625,3.8865137971133557e-05,False
few-label,COAD+STAD,UCEC,pooled,warm,5,18,0.570345899727944,0.5708219976680917,0.0004760979401476906,False
few-label,COAD+STAD,UCEC,pooled,warm,5,19,0.5993004275165177,0.6010202098717451,0.001719782355227406,False
few-label,COAD+STAD,UCEC,pooled,warm,10,0,0.6224834823163622,0.6263214146910221,0.0038379323746599026,False
few-label,COAD+STAD,UCEC,pooled,warm,10,1,0.6568596968519239,0.6511951029926156,0.005664593859308287,False
few-label,COAD+STAD,UCEC,pooled,warm,10,2,0.5975514963078119,0.602399922269724,0.004848425961912151,False
few-label,COAD+STAD,UCEC,pooled,warm,10,3,0.6316556548775748,0.6362125923047027,0.004556937427127927,False
few-label,COAD+STAD,UCEC,pooled,warm,10,4,0.6299261562378546,0.633589195491644,0.003663039253789413,False
few-label,COAD+STAD,UCEC,pooled,warm,10,5,0.62586474931986,0.6304605518849592,0.004595802565099172,False
few-label,COAD+STAD,UCEC,pooled,warm,10,6,0.6204624951418577,0.6226875242907113,0.0022250291488535856,False
few-label,COAD+STAD,UCEC,pooled,warm,10,7,0.6456471045472212,0.6475612125923047,0.001914108045083518,False
few-label,COAD+STAD,UCEC,pooled,warm,10,8,0.6066070734551108,0.6074523902059852,0.0008453167508744031,False
few-label,COAD+STAD,UCEC,pooled,warm,10,9,0.6251846094053635,0.6231733385153517,0.0020112708900117404,False
few-label,COAD+STAD,UCEC,pooled,warm,10,10,0.649591916051302,0.6550816167897396,0.005489700738437686,False
few-label,COAD+STAD,UCEC,pooled,warm,10,11,0.6465993004275165,0.6456373882627284,0.0009619121647880258,False
few-label,COAD+STAD,UCEC,pooled,warm,10,12,0.6301593470656821,0.6356101826661484,0.0054508356004663305,False
few-label,COAD+STAD,UCEC,pooled,warm,10,13,0.5978235522736106,0.5997765254566654,0.0019529731830547625,False
few-label,COAD+STAD,UCEC,pooled,warm,10,14,0.6104741546832491,0.6089195491643996,0.00155460551884945,False
few-label,COAD+STAD,UCEC,pooled,warm,10,15,0.6169063350174893,0.6244364554994171,0.0075301204819278045,False
few-label,COAD+STAD,UCEC,pooled,warm,10,16,0.6342207539836767,0.6289059463661096,0.0053148076175670855,False
few-label,COAD+STAD,UCEC,pooled,warm,10,17,0.6307423241352507,0.6418480373105324,0.01110571317528175,True
few-label,COAD+STAD,UCEC,pooled,warm,10,18,0.6049164399533618,0.6194228527011271,0.014506412747765318,True
few-label,COAD+STAD,UCEC,pooled,warm,10,19,0.6164982510687913,0.6119024485036921,0.004595802565099172,False
few-label,COAD+STAD,UCEC,pooled,warm,25,0,0.6631558492032646,0.6739117761368053,0.01075592693354066,True
few-label,COAD+STAD,UCEC,pooled,warm,25,1,0.7111154294597746,0.7109016712009327,0.00021375825884184518,False
few-label,COAD+STAD,UCEC,pooled,warm,25,2,0.7009327633113097,0.7066265060240964,0.005693742712786665,False
few-label,COAD+STAD,UCEC,pooled,warm,25,3,0.6889428682471823,0.6985814224640498,0.009638554216867434,False
few-label,COAD+STAD,UCEC,pooled,warm,25,4,0.697396035755927,0.6945297318305479,0.002866303925379121,False
few-label,COAD+STAD,UCEC,pooled,warm,25,5,0.6784298484259619,0.6814613291877185,0.003031480761756633,False
few-label,COAD+STAD,UCEC,pooled,warm,25,6,0.6719005052467936,0.6794209094442285,0.007520404197434938,False
few-label,COAD+STAD,UCEC,pooled,warm,25,7,0.6878740769529731,0.6940050524679362,0.006130975514963111,False
few-label,COAD+STAD,UCEC,pooled,warm,25,8,0.6570151574038088,0.6719976680917218,0.014982510687913009,True
few-label,COAD+STAD,UCEC,pooled,warm,25,9,0.6766614846482704,0.6793043140303148,0.0026428293820444093,False
few-label,COAD+STAD,UCEC,pooled,warm,25,10,0.6704236300038866,0.6724057520404197,0.0019821220365331405,False
few-label,COAD+STAD,UCEC,pooled,warm,25,11,0.6880295375048581,0.6915856976292266,0.003556160124368546,False
few-label,COAD+STAD,UCEC,pooled,warm,25,12,0.6678779634667703,0.6680625728721337,0.00018460940536335624,False
few-label,COAD+STAD,UCEC,pooled,warm,25,13,0.7054605518849593,0.7054799844539449,1.943256898562229e-05,False
few-label,COAD+STAD,UCEC,pooled,warm,25,14,0.6891760590750098,0.6899144966964632,0.000738437621453425,False
few-label,COAD+STAD,UCEC,pooled,warm,25,15,0.6446366109599689,0.6423144189661874,0.002322191993781586,False
few-label,COAD+STAD,UCEC,pooled,warm,25,16,0.689875631558492,0.691517683637777,0.001642052079285028,False
few-label,COAD+STAD,UCEC,pooled,warm,25,17,0.673163622230859,0.669685192382433,0.0034784298484260567,False
few-label,COAD+STAD,UCEC,pooled,warm,25,18,0.6730275942479595,0.6743490089389816,0.0013214146910220936,False
few-label,COAD+STAD,UCEC,pooled,warm,25,19,0.6781966575981345,0.6824621064904781,0.004265448892343593,False
few-label,COAD+STAD,UCEC,pooled,warm,40,0,0.7143801010493587,0.7171978235522737,0.00281772250291501,False
few-label,COAD+STAD,UCEC,pooled,warm,40,1,0.6898950641274777,0.6911970462495142,0.0013019821220364713,False
few-label,COAD+STAD,UCEC,pooled,warm,40,2,0.7251651768363777,0.726739214924213,0.0015740380878352944,False
few-label,COAD+STAD,UCEC,pooled,warm,40,3,0.7130586863583367,0.7163719393703847,0.0033132530120479897,False
few-label,COAD+STAD,UCEC,pooled,warm,40,4,0.6866886902448504,0.6912942090944423,0.0046055188495919275,False
few-label,COAD+STAD,UCEC,pooled,warm,40,5,0.7009133307423241,0.69937815779246,0.0015351729498640498,False
few-label,COAD+STAD,UCEC,pooled,warm,40,6,0.6665759813447338,0.6675670423630004,0.0009910610182665147,False
few-label,COAD+STAD,UCEC,pooled,warm,40,7,0.6930237077341627,0.6925378935095219,0.0004858142246407793,False
few-label,COAD+STAD,UCEC,pooled,warm,40,8,0.6922464049747376,0.6895258453167509,0.0027205596579866764,False
few-label,COAD+STAD,UCEC,pooled,warm,40,9,0.6945200155460551,0.6924018655266226,0.0021181500194324965,False
few-label,COAD+STAD,UCEC,pooled,warm,40,10,0.6540225417800234,0.6659347065682084,0.01191216478818502,True
few-label,COAD+STAD,UCEC,pooled,warm,40,11,0.6710260396424406,0.6703847648659154,0.0006412747765252025,False
few-label,COAD+STAD,UCEC,pooled,warm,40,12,0.6960746210649047,0.7013991449669645,0.005324523902059841,False
few-label,COAD+STAD,UCEC,pooled,warm,40,13,0.68056743101438,0.6900310921103769,0.009463661095996945,False
few-label,COAD+STAD,UCEC,pooled,warm,40,14,0.6809366498251069,0.7044403420132141,0.023503692188107217,True
few-label,COAD+STAD,UCEC,pooled,warm,40,15,0.6989312087057908,0.7030509133307423,0.004119704624951481,False
few-label,COAD+STAD,UCEC,pooled,warm,40,16,0.6998639720171006,0.6984939759036145,0.0013699961134860938,False
few-label,COAD+STAD,UCEC,pooled,warm,40,17,0.6790322580645163,0.6906140691799456,0.01158181111542933,True
few-label,COAD+STAD,UCEC,pooled,warm,40,18,0.6688495919160512,0.6776525456665372,0.008802953750486009,False
few-label,COAD+STAD,UCEC,pooled,warm,40,19,0.6896618732996502,0.6833074232413525,0.0063544500582977115,False
few-label,COAD+STAD,UCEC,pooled,warm,all,,0.7352701127089001,0.7432957636999611,0.008025650991061006,False
