experiment,source,target,base,arm,k,draw_seed,auc,rank_auc,rank_gap,rank_diverged
few-label,COAD,UCEC,single,warm,5,8,0.5695685969685192,0.5768460940536339,0.007277497085114604,False
few-label,target-only,UCEC,target-only,cold,5,9,0.5774970851146521,0.5907695297318305,0.013272444617178358,True
few-label,COAD,UCEC,single,warm,5,9,0.6331519626894676,0.647396035755927,0.014244073066459362,True
few-label,target-only,UCEC,target-only,cold,5,10,0.5524096385542169,0.5560338126700349,0.0036241741158180574,False
few-label,COAD,UCEC,single,warm,5,10,0.6266031869413136,0.6258453167508744,0.0007578701904391583,False
few-label,target-only,UCEC,target-only,cold,5,11,0.600505246793626,0.6355616012436843,0.03505635445005828,True
few-label,COAD,UCEC,single,warm,5,11,0.6274582199766809,0.6374562767197823,0.009998056743101391,False
few-label,target-only,UCEC,target-only,cold,5,12,0.5817916828604742,0.5848814613291877,0.0030897784687135,False
few-label,COAD,UCEC,single,warm,5,12,0.6247570928876798,0.6378643606684804,0.013107267780800624,True
few-label,target-only,UCEC,target-only,cold,5,13,0.5715507190050524,0.5990089389817335,0.027458219976681075,True
few-label,COAD,UCEC,single,warm,5,13,0.6327244461717839,0.6265254566653712,0.006198989506412733,False
few-label,target-only,UCEC,target-only,cold,5,14,0.5261562378546444,0.5237077341624563,0.0024485036921880754,False
few-label,COAD,UCEC,single,warm,5,14,0.6067042363000389,0.6080159347065681,0.001311698406529227,False
few-label,target-only,UCEC,target-only,cold,5,15,0.5925767586474933,0.6069860085503302,0.014409249902836985,True
few-label,COAD,UCEC,single,warm,5,15,0.6302176447726389,0.6357753595025262,0.005557714729887309,False
few-label,target-only,UCEC,target-only,cold,5,16,0.6302953750485815,0.6265740380878352,0.00372133696074628,False
few-label,COAD,UCEC,single,warm,5,16,0.6603381267003497,0.6605518849591916,0.00021375825884184518,False
few-label,target-only,UCEC,target-only,cold,5,17,0.6120287602020986,0.6342693354061406,0.02224057520404199,True
few-label,COAD,UCEC,single,warm,5,17,0.649494753206374,0.6576564321803342,0.008161678973960251,False
few-label,target-only,UCEC,target-only,cold,5,18,0.593101438010105,0.5881461329187718,0.004955305091333129,False
few-label,COAD,UCEC,single,warm,5,18,0.608025650991061,0.6176253400699572,0.00959968907889619,False
few-label,target-only,UCEC,target-only,cold,5,19,0.6044111931597357,0.6300233190827828,0.02561212592304707,True
few-label,COAD,UCEC,single,warm,5,19,0.6186746987951807,0.6252137582588417,0.006539059463661068,False
few-label,target-only,UCEC,target-only,cold,10,0,0.5957831325301205,0.5951224251846094,0.0006607073455110468,False
few-label,COAD,UCEC,single,warm,10,0,0.6404586086280607,0.6392440730664594,0.0012145355616013376,False
few-label,target-only,UCEC,target-only,cold,10,1,0.6193159735717061,0.6341721725612126,0.01485619898950652,True
few-label,COAD,UCEC,single,warm,10,1,0.6885736494364556,0.6907598134473378,0.00218616401088223,False
few-label,target-only,UCEC,target-only,cold,10,2,0.6328799067236688,0.6334240186552662,0.0005441119315974241,False
few-label,COAD,UCEC,single,warm,10,2,0.6293237465993005,0.6430528565876409,0.013729109988340427,True
few-label,target-only,UCEC,target-only,cold,10,3,0.5903031480761756,0.5893023707734163,0.0010007773027592703,False
few-label,COAD,UCEC,single,warm,10,3,0.656898561989895,0.6612903225806451,0.004391760590750082,False
few-label,target-only,UCEC,target-only,cold,10,4,0.6538476486591527,0.6598523124757093,0.006004663816556621,False
few-label,COAD,UCEC,single,warm,10,4,0.6582394092499028,0.6645841430237077,0.006344733773804956,False
few-label,target-only,UCEC,target-only,cold,10,5,0.6266420520792849,0.6258064516129033,0.0008356004663816474,False
few-label,COAD,UCEC,single,warm,10,5,0.656393315196269,0.6603769918383211,0.003983676642052125,False
few-label,target-only,UCEC,target-only,cold,10,6,0.6218033424018655,0.6311892732219199,0.009385930820054345,False
few-label,COAD,UCEC,single,warm,10,6,0.6437038476486591,0.6497959580256509,0.006092110376991866,False
few-label,target-only,UCEC,target-only,cold,10,7,0.6341624562767197,0.6410707345511076,0.006908278274387891,False
few-label,COAD,UCEC,single,warm,10,7,0.6715118538670813,0.6821706179556937,0.010658764088612327,True
few-label,target-only,UCEC,target-only,cold,10,8,0.6003886513797124,0.6155946366109599,0.015205985231247499,True
few-label,COAD,UCEC,single,warm,10,8,0.6508550330353672,0.6588709677419355,0.008015934706568362,False
few-label,target-only,UCEC,target-only,cold,10,9,0.5910221531286436,0.5853867081228139,0.005635445005829687,False
few-label,COAD,UCEC,single,warm,10,9,0.6660707345511077,0.6686844150796736,0.0026136805285659204,False
few-label,target-only,UCEC,target-only,cold,10,10,0.647901282549553,0.6523416245627671,0.0044403420132140825,False
few-label,COAD,UCEC,single,warm,10,10,0.6748153905946366,0.6803731053245239,0.005557714729887309,False
few-label,target-only,UCEC,target-only,cold,10,11,0.6489506412747765,0.6507870190439176,0.0018363777691410288,False
few-label,COAD,UCEC,single,warm,10,11,0.6563933151962689,0.6662650602409639,0.009871745044695013,False
few-label,target-only,UCEC,target-only,cold,10,12,0.625359502526234,0.6278857364943645,0.0025262339681305646,False
few-label,COAD,UCEC,single,warm,10,12,0.6449280994947533,0.6586572094830937,0.013729109988340427,True
few-label,target-only,UCEC,target-only,cold,10,13,0.5614069179945589,0.5944520015546055,0.03304508356004665,True
few-label,COAD,UCEC,single,warm,10,13,0.6199961134862029,0.629654100272056,0.009657986785853168,False
few-label,target-only,UCEC,target-only,cold,10,14,0.585736494364555,0.5884084726000777,0.002671978235522676,False
few-label,COAD,UCEC,single,warm,10,14,0.6430237077341624,0.6452681694520015,0.002244461717839097,False
few-label,target-only,UCEC,target-only,cold,10,15,0.562883793237466,0.576846094053634,0.013962300816168005,True
few-label,COAD,UCEC,single,warm,10,15,0.627050136027983,0.634512242518461,0.00746210649047796,False
few-label,target-only,UCEC,target-only,cold,10,16,0.6520598523124757,0.6543237465993004,0.002263894286824719,False
few-label,COAD,UCEC,single,warm,10,16,0.6723280217644771,0.6659347065682083,0.006393315196268845,False
few-label,target-only,UCEC,target-only,cold,10,17,0.6370967741935484,0.6378449280994948,0.0007481539059464026,False
few-label,COAD,UCEC,single,warm,10,17,0.6640497473766033,0.6762922658375438,0.012242518460940488,True
few-label,target-only,UCEC,target-only,cold,10,18,0.643354061406918,0.6414399533618345,0.001914108045083518,False
few-label,COAD,UCEC,single,warm,10,18,0.6404391760590751,0.65086474931986,0.01042557326078497,True
few-label,target-only,UCEC,target-only,cold,10,19,0.6049164399533618,0.6088321026039643,0.003915662650602503,False
few-label,COAD,UCEC,single,warm,10,19,0.6503886513797124,0.6506898561989894,0.00030120481927709,False
few-label,target-only,UCEC,target-only,cold,25,0,0.632258064516129,0.6476778080062184,0.015419743490089455,True
few-label,COAD,UCEC,single,warm,25,0,0.6782549553050914,0.6861445783132529,0.00788962300816154,False
few-label,target-only,UCEC,target-only,cold,25,1,0.681441896618733,0.6913427905169063,0.00990089389817328,False
few-label,COAD,UCEC,single,warm,25,1,0.7200738437621452,0.7179362611737272,0.0021375825884180077,False
few-label,target-only,UCEC,target-only,cold,25,2,0.7126700349786242,0.7328896230081616,0.020219588029537383,True
few-label,COAD,UCEC,single,warm,25,2,0.7275165176836377,0.7384667703070346,0.010950252623396883,True
few-label,target-only,UCEC,target-only,cold,25,3,0.6768169452001555,0.6964924212980956,0.01967547609794018,True
few-label,COAD,UCEC,single,warm,25,3,0.693917605907501,0.7109308200544111,0.01701321414691015,True
few-label,target-only,UCEC,target-only,cold,25,4,0.6810921103769919,0.681490478041197,0.0003983676642050904,False
few-label,COAD,UCEC,single,warm,25,4,0.7105713175281771,0.7111154294597746,0.0005441119315974241,False
few-label,target-only,UCEC,target-only,cold,25,5,0.6853672755538283,0.6843373493975904,0.0010299261562378703,False
few-label,COAD,UCEC,single,warm,25,5,0.7020598523124757,0.7099883404586086,0.007928488146132895,False
few-label,target-only,UCEC,target-only,cold,25,6,0.6723280217644773,0.6885056354450058,0.016177613680528502,True
few-label,COAD,UCEC,single,warm,25,6,0.6892343567819668,0.7026622619510299,0.013427905169063115,True
few-label,target-only,UCEC,target-only,cold,25,7,0.6749902837155072,0.6885833657209484,0.013593082005441182,True
few-label,COAD,UCEC,single,warm,25,7,0.6967936261173726,0.7102992615623784,0.013505635445005826,True
few-label,target-only,UCEC,target-only,cold,25,8,0.6577341624562767,0.6818208317139526,0.024086669257675886,True
few-label,COAD,UCEC,single,warm,25,8,0.659968907889623,0.6888554216867471,0.028886513797124036,True
few-label,target-only,UCEC,target-only,cold,25,9,0.6823357947920715,0.6820443062572872,0.00029148853478433434,False
few-label,COAD,UCEC,single,warm,25,9,0.6753400699572484,0.680159347065682,0.004819277108433662,False
few-label,target-only,UCEC,target-only,cold,25,10,0.6766809172172562,0.6786047415468325,0.0019238243295762736,False
few-label,COAD,UCEC,single,warm,25,10,0.6873105324523904,0.6902642829382044,0.002953750485814033,False
few-label,target-only,UCEC,target-only,cold,25,11,0.6683054799844539,0.6764865915273999,0.008181111542945985,False
few-label,COAD,UCEC,single,warm,25,11,0.7009327633113098,0.7064807617567042,0.005547998445394331,False
few-label,target-only,UCEC,target-only,cold,25,12,0.6382627283326855,0.6386610959968908,0.00039836766420531244,False
few-label,COAD,UCEC,single,warm,25,12,0.6945394481150409,0.6903517294986398,0.004187718616401104,False
few-label,target-only,UCEC,target-only,cold,25,13,0.6687524290711231,0.6686844150796736,6.801399144951148e-05,False
few-label,COAD,UCEC,single,warm,25,13,0.7101438010104936,0.7204624951418577,0.010318694131364103,True
few-label,target-only,UCEC,target-only,cold,25,14,0.6579479207151185,0.659356781966576,0.0014088612514574494,False
few-label,COAD,UCEC,single,warm,25,14,0.6995530509133308,0.7012048192771084,0.0016517683637776726,False
few-label,target-only,UCEC,target-only,cold,25,15,0.6387096774193548,0.6437815779246016,0.005071900505246751,False
few-label,COAD,UCEC,single,warm,25,15,0.6646715895841431,0.6663136416634278,0.0016420520792846949,False
few-label,target-only,UCEC,target-only,cold,25,16,0.6922658375437232,0.7063350174893122,0.014069179945588983,True
few-label,COAD,UCEC,single,warm,25,16,0.6874854255732609,0.7003497862417413,0.012864360668480401,True
few-label,target-only,UCEC,target-only,cold,25,17,0.6833074232413524,0.6928293820443063,0.009521958802953923,False
few-label,COAD,UCEC,single,warm,25,17,0.7086863583365721,0.7145744267392149,0.0058880684026427765,False
few-label,target-only,UCEC,target-only,cold,25,18,0.6725806451612903,0.6771278663039253,0.00454722114263495,False
few-label,COAD,UCEC,single,warm,25,18,0.6795180722891565,0.6907695297318306,0.011251457442674084,True
few-label,target-only,UCEC,target-only,cold,25,19,0.6542751651768364,0.6668674698795181,0.01259230470268169,True
few-label,COAD,UCEC,single,warm,25,19,0.7007384376214535,0.7124562767197824,0.011717839098328908,True
few-label,target-only,UCEC,target-only,cold,40,0,0.7206956859696851,0.7354547221142635,0.014759036144578408,True
few-label,COAD,UCEC,single,warm,40,0,0.7218422075398367,0.7268558103381267,0.0050136027982899956,False
few-label,target-only,UCEC,target-only,cold,40,1,0.6579673532841042,0.6725806451612903,0.014613291877186185,True
few-label,COAD,UCEC,single,warm,40,1,0.6864749319860085,0.6916439953361835,0.005169063350174974,False
few-label,target-only,UCEC,target-only,cold,40,2,0.7046055188495919,0.7115915273999223,0.00698600855033038,False
few-label,COAD,UCEC,single,warm,40,2,0.7224446171783909,0.7240478041197047,0.0016031869413137834,False
few-label,target-only,UCEC,target-only,cold,40,3,0.7213952584531675,0.7221822774970851,0.0007870190439175362,False
few-label,COAD,UCEC,single,warm,40,3,0.7210454722114262,0.7233093664982511,0.00226389428682483,False
few-label,target-only,UCEC,target-only,cold,40,4,0.7273027594247959,0.7291391371939371,0.0018363777691411398,False
few-label,COAD,UCEC,single,warm,40,4,0.7089001165954139,0.7128157792460164,0.003915662650602503,False
few-label,target-only,UCEC,target-only,cold,40,5,0.7032063738826272,0.708326855810338,0.005120481927710863,False
few-label,COAD,UCEC,single,warm,40,5,0.7127477652545666,0.7142440730664594,0.0014963078118928053,False
few-label,target-only,UCEC,target-only,cold,40,6,0.6332491255343956,0.6465312864360668,0.013282160901671225,True
few-label,COAD,UCEC,single,warm,40,6,0.6737854644383988,0.6750777302759424,0.0012922658375436047,False
few-label,target-only,UCEC,target-only,cold,40,7,0.7013991449669646,0.7006509910610184,0.0007481539059462916,False
few-label,COAD,UCEC,single,warm,40,7,0.7118927322191994,0.7150019432568986,0.0031092110376992332,False
few-label,target-only,UCEC,target-only,cold,40,8,0.6688690244850368,0.6695297318305481,0.0006607073455112689,False
few-label,COAD,UCEC,single,warm,40,8,0.7047415468324911,0.7026622619510301,0.00207928488146103,False
few-label,target-only,UCEC,target-only,cold,40,9,0.6939370384764865,0.6983482316362222,0.004411193159735705,False
few-label,COAD,UCEC,single,warm,40,9,0.6882044306257287,0.6939564710454723,0.0057520404197436426,False
few-label,target-only,UCEC,target-only,cold,40,10,0.6639720171006607,0.6724737660318694,0.008501748931208697,False
few-label,COAD,UCEC,single,warm,40,10,0.6739797901282549,0.6818985619898952,0.00791877186164025,False
few-label,target-only,UCEC,target-only,cold,40,11,0.6925767586474932,0.6963272444617179,0.0037504858142246578,False
few-label,COAD,UCEC,single,warm,40,11,0.6827244461717838,0.6859308200544112,0.0032063738826273447,False
few-label,target-only,UCEC,target-only,cold,40,12,0.699591916051302,0.7095122425184609,0.009920326467158902,False
few-label,COAD,UCEC,single,warm,40,12,0.7077535950252622,0.7149630781189273,0.007209483093665092,False
few-label,target-only,UCEC,target-only,cold,40,13,0.695860862806063,0.6997570928876797,0.0038962300816167694,False
few-label,COAD,UCEC,single,warm,40,13,0.6934512242518461,0.7018460940536339,0.008394869801787719,False
few-label,target-only,UCEC,target-only,cold,40,14,0.7020015546055188,0.7232899339292655,0.02128837932374672,True
few-label,COAD,UCEC,single,warm,40,14,0.6999805674310143,0.7310435289545278,0.03106296152351351,True
few-label,target-only,UCEC,target-only,cold,40,15,0.7190439176059075,0.7224834823163623,0.003439564710454812,False
few-label,COAD,UCEC,single,warm,40,15,0.7059463661095997,0.714010882238632,0.008064516129032251,False
few-label,target-only,UCEC,target-only,cold,40,16,0.7019043917605907,0.7079187718616402,0.006014380101049488,False
few-label,COAD,UCEC,single,warm,40,16,0.7037699183832101,0.6998348231636222,0.003935095219587903,False
few-label,target-only,UCEC,target-only,cold,40,17,0.6870579090555772,0.7111057131752817,0.02404780411970453,True
few-label,COAD,UCEC,single,warm,40,17,0.6729887291099883,0.69381072677808,0.020821997668091674,True
few-label,target-only,UCEC,target-only,cold,40,18,0.6504858142246405,0.6784978624174116,0.028012048192771144,True
few-label,COAD,UCEC,single,warm,40,18,0.6643995336183444,0.6819957248348232,0.017596191216478818,True
few-label,target-only,UCEC,target-only,cold,40,19,0.6991449669646328,0.6948017877963467,0.004343179168286082,False
few-label,COAD,UCEC,single,warm,40,19,0.699591916051302,0.6996307811892732,3.886513797124458e-05,False
few-label,target-only,UCEC,target-only,cold,all,,0.7548581422464051,0.7571026039642441,0.002244461717838986,False
few-label,COAD,UCEC,single,warm,all,,0.7379712397979012,0.7390303148076176,0.0010590750097163593,False
few-label,STAD,UCEC,single,warm,0,,0.5896230081616789,0.5808103381267002,0.008812670034978654,False
few-label,STAD,UCEC,single,warm,3,0,0.6093082005441119,0.6083268558103381,0.00098134473377387,False
few-label,STAD,UCEC,single,warm,3,1,0.5947143412359113,0.5999708511465216,0.00525650991061033,False
few-label,STAD,UCEC,single,warm,3,2,0.6168480373105325,0.6207831325301204,0.003935095219587903,False
few-label,STAD,UCEC,single,warm,3,3,0.5753206373882628,0.5806160124368441,0.005295375048581352,False
few-label,STAD,UCEC,single,warm,3,4,0.5890788962300817,0.5924407306645938,0.003361834434512101,False
few-label,STAD,UCEC,single,warm,3,5,0.596521570151574,0.5944325689856198,0.0020890011659542296,False
few-label,STAD,UCEC,single,warm,3,6,0.6142440730664593,0.6164885347842984,0.002244461717839097,False
few-label,STAD,UCEC,single,warm,3,7,0.6300427516517684,0.6396618732996502,0.009619121647881812,False
few-label,STAD,UCEC,single,warm,3,8,0.5772638942868247,0.5784492809949475,0.0011853867081228486,False
few-label,STAD,UCEC,single,warm,3,9,0.5956276719782355,0.5930722891566265,0.0025553828216090535,False
few-label,STAD,UCEC,single,warm,3,10,0.5883793237465993,0.5966673144189663,0.008287990672366963,False
few-label,STAD,UCEC,single,warm,3,11,0.6466770307034589,0.6431305868635834,0.003546443839875568,False
few-label,STAD,UCEC,single,warm,3,12,0.6159735717061795,0.6177710843373494,0.0017975126311698952,False
few-label,STAD,UCEC,single,warm,3,13,0.5760007773027593,0.5766517683637777,0.0006509910610184022,False
few-label,STAD,UCEC,single,warm,3,14,0.6106101826661485,0.6014477263894287,0.009162456276719855,False
few-label,STAD,UCEC,single,warm,3,15,0.6194325689856198,0.6268072289156627,0.007374659930042826,False
few-label,STAD,UCEC,single,warm,3,16,0.6077535950252624,0.6047318305479985,0.0030217644772638774,False
few-label,STAD,UCEC,single,warm,3,17,0.5680917217256121,0.5741741158181112,0.0060823940924991104,False
few-label,STAD,UCEC,single,warm,3,18,0.63620287602021,0.6383890400310921,0.002186164010882119,False
few-label,STAD,UCEC,single,warm,3,19,0.5993781577924602,0.6073552273610572,0.007977069568597006,False
few-label,STAD,UCEC,single,warm,5,0,0.5992226972405752,0.6016031869413137,0.002380489700738453,False
few-label,STAD,UCEC,single,warm,5,1,0.62413525068014,0.6276816945200157,0.0035464438398756792,False
few-label,STAD,UCEC,single,warm,5,2,0.6230664593859307,0.6292168674698795,0.006150408083948733,False
few-label,STAD,UCEC,single,warm,5,3,0.6063544500582978,0.6012534006995724,0.005101049358725351,False
few-label,STAD,UCEC,single,warm,5,4,0.599436455499417,0.5972988729109989,0.0021375825884181188,False
few-label,STAD,UCEC,single,warm,5,5,0.5850563544500583,0.5864652157015158,0.0014088612514574494,False
few-label,STAD,UCEC,single,warm,5,6,0.5890011659541392,0.6009619121647882,0.01196074621064902,True
few-label,STAD,UCEC,single,warm,5,7,0.619277108433735,0.6213466770307035,0.0020695685969684963,False
few-label,STAD,UCEC,single,warm,5,8,0.5614263505635445,0.5635056354450058,0.002079284881461252,False
few-label,STAD,UCEC,single,warm,5,9,0.6010882238631947,0.606694520015546,0.005606296152351309,False
few-label,STAD,UCEC,single,warm,5,10,0.5986397201710065,0.6063641663427906,0.007724446171784027,False
few-label,STAD,UCEC,single,warm,5,11,0.6010493587252235,0.6045083560046638,0.0034589972794403234,False
few-label,STAD,UCEC,single,warm,5,12,0.5903614457831325,0.5973474543334629,0.00698600855033038,False
few-label,STAD,UCEC,single,warm,5,13,0.6328604741546833,0.6333948698017878,0.0005343956471045574,False
few-label,STAD,UCEC,single,warm,5,14,0.5832685581033812,0.5887679751263117,0.005499417022930553,False
few-label,STAD,UCEC,single,warm,5,15,0.6163039253789351,0.623105324523902,0.006801399144966913,False
few-label,STAD,UCEC,single,warm,5,16,0.6487368830159346,0.6434900893898173,0.005246793626117241,False
few-label,STAD,UCEC,single,warm,5,17,0.6227749708511465,0.6290225417800234,0.006247570928876844,False
few-label,STAD,UCEC,single,warm,5,18,0.5927322191993781,0.5935775359502526,0.0008453167508745141,False
few-label,STAD,UCEC,single,warm,5,19,0.6122425184609405,0.6241643995336184,0.011921881072677887,True
few-label,STAD,UCEC,single,warm,10,0,0.6340069957248349,0.6337835211815002,0.00022347454333471184,False
few-label,STAD,UCEC,single,warm,10,1,0.6446171783909833,0.6481830547998446,0.0035658764088613015,False
few-label,STAD,UCEC,single,warm,10,2,0.6255538282160902,0.632977069568597,0.007423241352506826,False
few-label,STAD,UCEC,single,warm,10,3,0.6346094053633891,0.6447434900893898,0.010134084726000747,True
few-label,STAD,UCEC,single,warm,10,4,0.6443839875631558,0.6483579479207151,0.003973960357559259,False
few-label,STAD,UCEC,single,warm,10,5,0.6380295375048581,0.6393995336183443,0.0013699961134862049,False
few-label,STAD,UCEC,single,warm,10,6,0.6282938204430626,0.6370870579090556,0.008793237465993031,False
few-label,STAD,UCEC,single,warm,10,7,0.6381267003497864,0.6454624951418577,0.0073357947920713595,False
few-label,STAD,UCEC,single,warm,10,8,0.6102992615623785,0.6160998834045861,0.005800621842207643,False
few-label,STAD,UCEC,single,warm,10,9,0.6272250291488535,0.627050136027983,0.00017489312087048958,False
few-label,STAD,UCEC,single,warm,10,10,0.6555382821609017,0.6610765643218033,0.005538282160901575,False
few-label,STAD,UCEC,single,warm,10,11,0.6593276331130975,0.6531383598911775,0.0061892732219199775,False
few-label,STAD,UCEC,single,warm,10,12,0.6404586086280607,0.6462689467547611,0.005810338126700398,False
few-label,STAD,UCEC,single,warm,10,13,0.5941119315973571,0.6082782743878741,0.014166342790516984,True
few-label,STAD,UCEC,single,warm,10,14,0.6005052467936262,0.6022347454333463,0.0017294986397201617,False
few-label,STAD,UCEC,single,warm,10,15,0.592226972405752,0.6040322580645161,0.011805285658764153,True
few-label,STAD,UCEC,single,warm,10,16,0.6426350563544501,0.6414593859308201,0.001175670423629982,False
few-label,STAD,UCEC,single,warm,10,17,0.6227361057131753,0.637980956082394,0.015244850369218743,True
few-label,STAD,UCEC,single,warm,10,18,0.6279828993392927,0.6343470656820831,0.006364166342790356,False
few-label,STAD,UCEC,single,warm,10,19,0.6060240963855421,0.6060240963855421,0.0,False
few-label,STAD,UCEC,single,warm,25,0,0.6727361057131752,0.6781772250291487,0.005441119315973464,False
few-label,STAD,UCEC,single,warm,25,1,0.7069957248348231,0.7103575592693354,0.003361834434512323,False
few-label,STAD,UCEC,single,warm,25,2,0.7079867858530898,0.7145258453167509,0.006539059463661068,False
few-label,STAD,UCEC,single,warm,25,3,0.6909444228527011,0.6969490866692577,0.006004663816556621,False
few-label,STAD,UCEC,single,warm,25,4,0.6973960357559269,0.6967353284104159,0.0006607073455110468,False
few-label,STAD,UCEC,single,warm,25,5,0.677147298872911,0.6743198600855034,0.0028274387874076545,False
few-label,STAD,UCEC,single,warm,25,6,0.6733968130586863,0.680781189273222,0.007384376214535693,False
few-label,STAD,UCEC,single,warm,25,7,0.673008161678974,0.6804411193159735,0.007432957636999471,False
few-label,STAD,UCEC,single,warm,25,8,0.6614846482705014,0.6778177225029148,0.01633307423241348,True
few-label,STAD,UCEC,single,warm,25,9,0.6930431403031481,0.6917120093276332,0.0013311309755148493,False
few-label,STAD,UCEC,single,warm,25,10,0.6904974737660319,0.6975514963078118,0.007054022541779892,False
few-label,STAD,UCEC,single,warm,25,11,0.6849591916051302,0.6864846482705014,0.0015254566653711832,False
few-label,STAD,UCEC,single,warm,25,12,0.6530509133307423,0.647182277497085,0.005868635833657265,False
few-label,STAD,UCEC,single,warm,25,13,0.6960940536338904,0.6943354061406918,0.0017586474931986507,False
few-label,STAD,UCEC,single,warm,25,14,0.6941507967353284,0.6907889623008161,0.003361834434512323,False
few-label,STAD,UCEC,single,warm,25,15,0.6467547609794015,0.639370384764866,0.007384376214535582,False
few-label,STAD,UCEC,single,warm,25,16,0.702914885347843,0.7049164399533618,0.0020015546055188738,False
few-label,STAD,UCEC,single,warm,25,17,0.6796152351340847,0.6792557326078508,0.00035950252623395684,False
few-label,STAD,UCEC,single,warm,25,18,0.6609794014768753,0.666255343956471,0.00527594247959573,False
few-label,STAD,UCEC,single,warm,25,19,0.6948309366498252,0.6980081616789738,0.0031772250291486337,False
few-label,STAD,UCEC,single,warm,40,0,0.7366692576758648,0.748153905946366,0.011484648270501219,True
few-label,STAD,UCEC,single,warm,40,1,0.6878935095219588,0.6913233579479208,0.0034298484259619455,False
few-label,STAD,UCEC,single,warm,40,2,0.7150991061018266,0.7134764865915273,0.0016226195102992946,False
few-label,STAD,UCEC,single,warm,40,3,0.7209483093664982,0.7188010104935874,0.0021472988729108744,False
few-label,STAD,UCEC,single,warm,40,4,0.7120481927710842,0.7135639331519628,0.0015157403808785386,False
few-label,STAD,UCEC,single,warm,40,5,0.7124368441507968,0.7112708900116596,0.0011659541391372263,False
few-label,STAD,UCEC,single,warm,40,6,0.6740575204041974,0.6728332685581033,0.0012242518460940932,False
few-label,STAD,UCEC,single,warm,40,7,0.7074232413525068,0.7103575592693354,0.0029343179168286326,False
few-label,STAD,UCEC,single,warm,40,8,0.6935095219588029,0.6948115040808395,0.0013019821220365824,False
few-label,STAD,UCEC,single,warm,40,9,0.7026428293820443,0.7027011270890011,5.829770695686687e-05,False
few-label,STAD,UCEC,single,warm,40,10,0.6545277885736493,0.6633307423241352,0.008802953750485898,False
few-label,STAD,UCEC,single,warm,40,11,0.6882432957636999,0.688748542557326,0.0005052467936260685,False
few-label,STAD,UCEC,single,warm,40,12,0.700505246793626,0.7071317528177224,0.0066265060240964235,False
few-label,STAD,UCEC,single,warm,40,13,0.6746793626117373,0.6879420909444228,0.013262728332685492,True
few-label,STAD,UCEC,single,warm,40,14,0.6960746210649047,0.7180139914496696,0.0219393703847649,True
few-label,STAD,UCEC,single,warm,40,15,0.7105324523902059,0.7226583754372329,0.012125923047026976,True
few-label,STAD,UCEC,single,warm,40,16,0.6979790128254956,0.7089389817333851,0.010959968907889528,True
few-label,STAD,UCEC,single,warm,40,17,0.6849008938981733,0.7042168674698795,0.019315973571706224,True
few-label,STAD,UCEC,single,warm,40,18,0.6668286047415468,0.6888748542557326,0.022046249514185767,True
few-label,STAD,UCEC,single,warm,40,19,0.6965798678585309,0.6925573260785076,0.004022541780023259,False
few-label,STAD,UCEC,single,warm,all,,0.7472794403420132,0.7540808394869802,0.006801399144967024,False
few-label,COAD+STAD,UCEC,pooled,warm,0,,0.5694325689856199,0.556344733773805,0.013087835211814891,True
few-label,COAD+STAD,UCEC,pooled,warm,3,0,0.5799455888068402,0.5762631169840653,0.0036824718227749242,False
few-label,COAD+STAD,UCEC,pooled,warm,3,1,0.5614069179945589,0.5681014380101049,0.006694520015546046,False
few-label,COAD+STAD,UCEC,pooled,warm,3,2,0.623105324523902,0.6214438398756316,0.0016614846482704282,False
few-label,COAD+STAD,UCEC,pooled,warm,3,3,0.5698406529343178,0.5701224251846094,0.0002817722502915787,False
few-label,COAD+STAD,UCEC,pooled,warm,3,4,0.5821803342401866,0.5819957248348232,0.00018460940536335624,False
few-label,COAD+STAD,UCEC,pooled,warm,3,5,0.5988534784298484,0.5978818499805674,0.0009716284492810034,False
few-label,COAD+STAD,UCEC,pooled,warm,3,6,0.6027011270890011,0.5963563933151963,0.006344733773804845,False
few-label,COAD+STAD,UCEC,pooled,warm,3,7,0.6094442285270113,0.6177322191993782,0.008287990672366852,False
few-label,COAD+STAD,UCEC,pooled,warm,3,8,0.5683249125534395,0.5634181888845705,0.0049067236688690175,False
few-label,COAD+STAD,UCEC,pooled,warm,3,9,0.5694325689856199,0.559356781966576,0.01007578701904388,True
few-label,COAD+STAD,UCEC,pooled,warm,3,10,0.5797512631169841,0.5819762922658376,0.0022250291488534746,False
few-label,COAD+STAD,UCEC,pooled,warm,3,11,0.6269529731830548,0.6224154683249126,0.004537504858142194,False
few-label,COAD+STAD,UCEC,pooled,warm,3,12,0.6050330353672756,0.604906723668869,0.0001263116984066004,False
few-label,COAD+STAD,UCEC,pooled,warm,3,13,0.5874465604352895,0.588291877186164,0.0008453167508745141,False
few-label,COAD+STAD,UCEC,pooled,warm,3,14,0.591818888457054,0.5822677808006219,0.009551107656432078,False
few-label,COAD+STAD,UCEC,pooled,warm,3,15,0.5931597357170618,0.5996793626117373,0.006519626894675445,False
few-label,COAD+STAD,UCEC,pooled,warm,3,16,0.5956859696851924,0.5969588029537505,0.0012728332685580934,False
few-label,COAD+STAD,UCEC,pooled,warm,3,17,0.5520987174504469,0.5565487757481539,0.004450058297706949,False
few-label,COAD+STAD,UCEC,pooled,warm,3,18,0.6143023707734162,0.6177322191993782,0.0034298484259619455,False
