source,target,budget,target_share,draw_seed,raw_auc,rank_auc,rank_gap,rank_diverged
COAD,STAD,50,0,0,0.5595238095238095,0.5750876108018965,0.015563801278086986,True
COAD,STAD,50,0,1,0.5188105545248403,0.5440115440115441,0.025200989486703795,True
COAD,STAD,50,0,2,0.49793856936714076,0.5339620696763554,0.03602350030921464,True
COAD,STAD,50,0,3,0.5146361574933003,0.5460214388785818,0.031385281385281516,True
COAD,STAD,50,0,4,0.4819624819624819,0.4739229024943311,0.008039579468150815,False
COAD,STAD,50,0,5,0.5737992166563595,0.5665326736755307,0.0072665429808287385,False
COAD,STAD,50,0,6,0.518037518037518,0.5382910740053597,0.02025355596784173,True
COAD,STAD,50,0,7,0.4832508761080189,0.4909039373325087,0.007653061224489777,False
COAD,STAD,50,0,8,0.5602453102453101,0.5446557410843125,0.01558956916099763,True
COAD,STAD,50,0,9,0.47845804988662133,0.5000257678829108,0.021567717996289426,True
COAD,STAD,50,0,10,0.46485260770975056,0.4876314162028447,0.02277880849309416,True
COAD,STAD,50,0,11,0.5278293135435993,0.5087868480725624,0.01904246547103694,True
COAD,STAD,50,0,12,0.5021645021645021,0.5241445062873634,0.021980004122861274,True
COAD,STAD,50,0,13,0.564625850340136,0.5892341785198928,0.024608328179756778,True
COAD,STAD,50,0,14,0.5562770562770563,0.577020202020202,0.02074314574314573,True
COAD,STAD,50,0,15,0.585343228200371,0.5820191713048857,0.0033240568954853167,False
COAD,STAD,50,0,16,0.5221603793032364,0.5411255411255411,0.018965161822304677,True
COAD,STAD,50,0,17,0.46614100185528756,0.5003092145949288,0.03416821273964127,True
COAD,STAD,50,0,18,0.4829931972789115,0.5005668934240363,0.017573696145124773,True
COAD,STAD,50,0,19,0.48469387755102034,0.4921407957122243,0.007446918161203964,False
COAD,STAD,50,10,0,0.6045145330859617,0.6304370232941662,0.025922490208204474,True
COAD,STAD,50,10,1,0.6041022469593899,0.6066790352504637,0.0025767882910738837,False
COAD,STAD,50,10,2,0.674757781900639,0.6658936301793443,0.008864151721294622,False
COAD,STAD,50,10,3,0.5772005772005773,0.615285508142651,0.03808493094207377,True
COAD,STAD,50,10,4,0.5655534941249227,0.5581581117295403,0.007395382395382399,False
COAD,STAD,50,10,5,0.6193568336425478,0.6299732014017728,0.010616367759225032,True
COAD,STAD,50,10,6,0.6588847660276231,0.6788291074005359,0.01994434137291279,True
COAD,STAD,50,10,7,0.5402494331065759,0.5806792413935271,0.0404298082869512,True
COAD,STAD,50,10,8,0.6790867862296434,0.6936198721913006,0.014533085961657255,True
COAD,STAD,50,10,9,0.6370851370851371,0.6404864976293546,0.003401360544217469,False
COAD,STAD,50,10,10,0.575345289631004,0.5647804576376004,0.010564831993403523,True
COAD,STAD,50,10,11,0.6582663368377655,0.6337610801896516,0.02450525664811387,True
COAD,STAD,50,10,12,0.638682745825603,0.6495310245310245,0.010848278705421488,True
COAD,STAD,50,10,13,0.7401566687280973,0.7667233560090703,0.026566687280973,True
COAD,STAD,50,10,14,0.6313131313131313,0.6539888682745825,0.0226757369614512,True
COAD,STAD,50,10,15,0.7487116058544631,0.7664914450628737,0.01777983920841064,True
COAD,STAD,50,10,16,0.5782312925170068,0.5884869099154814,0.010255617398474581,True
COAD,STAD,50,10,17,0.5731292517006803,0.5886672850958565,0.015538033395176232,True
COAD,STAD,50,10,18,0.6051329622758194,0.6135590599876314,0.00842609771181202,False
COAD,STAD,50,10,19,0.6601731601731602,0.6528293135435992,0.007343846629561002,False
COAD,STAD,50,20,0,0.6513605442176871,0.6719748505462791,0.02061430632859207,True
COAD,STAD,50,20,1,0.6756338899196042,0.6714079571222429,0.004225932797361276,False
COAD,STAD,50,20,2,0.6721294578437436,0.6733663162234591,0.0012368583797155441,False
COAD,STAD,50,20,3,0.6132756132756132,0.6213409606266749,0.00806534735106168,False
COAD,STAD,50,20,4,0.6388373531230674,0.652262420119563,0.013425066996495594,True
COAD,STAD,50,20,5,0.6973304473304474,0.6909400123685838,0.006390434961863534,False
COAD,STAD,50,20,6,0.7061945990517419,0.7116573902288188,0.005462791177076931,False
COAD,STAD,50,20,7,0.5901360544217688,0.6116007008864152,0.02146464646464641,True
COAD,STAD,50,20,8,0.7256751185322614,0.7317048031333746,0.006029684601113194,False
COAD,STAD,50,20,9,0.7041331684188826,0.6943413729128014,0.009791795506081225,False
COAD,STAD,50,20,10,0.6803751803751804,0.6610492681921254,0.019325912183055016,True
COAD,STAD,50,20,11,0.6913007627293342,0.692022263450835,0.0007215007215007896,False
COAD,STAD,50,20,12,0.6727478870336013,0.6678004535147392,0.0049474335188621765,False
COAD,STAD,50,20,13,0.7825706039991754,0.7878272521129663,0.005256648113790896,False
COAD,STAD,50,20,14,0.6713048855905999,0.6806843949701094,0.009379509379509487,False
COAD,STAD,50,20,15,0.7469593898165325,0.7522160379303235,0.005256648113791007,False
COAD,STAD,50,20,16,0.6457946815089673,0.6679550608122038,0.022160379303236444,True
COAD,STAD,50,20,17,0.6639868068439497,0.6531642960214388,0.010822510822510956,True
COAD,STAD,50,20,18,0.575036075036075,0.5795712224283653,0.0045351473922903285,False
COAD,STAD,50,20,19,0.6903731189445474,0.6825139146567718,0.007859204287775645,False
COAD,STAD,50,30,0,0.6536281179138321,0.6641414141414141,0.010513296227582014,True
COAD,STAD,50,30,1,0.668315811172954,0.655431869717584,0.012883941455369974,True
COAD,STAD,50,30,2,0.7488662131519275,0.7714388785817357,0.02257266542980818,True
COAD,STAD,50,30,3,0.7127911770768913,0.7005772005772005,0.012213976499690804,True
COAD,STAD,50,30,4,0.6494537208822923,0.6629560915275201,0.013502370645227857,True
COAD,STAD,50,30,5,0.7364460935889507,0.7234590806019378,0.012987012987012991,True
COAD,STAD,50,30,6,0.7016079158936301,0.7052669552669552,0.0036590393733250126,False
COAD,STAD,50,30,7,0.6302824159967017,0.6658163265306123,0.03553391053391064,True
COAD,STAD,50,30,8,0.7252628324056896,0.7497680890538034,0.02450525664811387,True
COAD,STAD,50,30,9,0.7073799216656359,0.7254689754689754,0.018089053803339472,True
COAD,STAD,50,30,10,0.7015563801278086,0.6768707482993197,0.02468563182848893,True
COAD,STAD,50,30,11,0.7604617604617604,0.7525252525252524,0.00793650793650802,False
COAD,STAD,50,30,12,0.6796021438878582,0.6789837146980005,0.0006184291898577721,False
COAD,STAD,50,30,13,0.8073077715934858,0.8242630385487527,0.016955266955266945,True
COAD,STAD,50,30,14,0.7123273551844981,0.6972273757988043,0.01509997938569374,True
COAD,STAD,50,30,15,0.7876726448155019,0.788548752834467,0.0008761080189650938,False
COAD,STAD,50,30,16,0.6863533292104721,0.7112451041022471,0.024891774891774965,True
COAD,STAD,50,30,17,0.6697072768501341,0.6629303236446094,0.006776953205524738,False
COAD,STAD,50,30,18,0.604978354978355,0.6142547928262214,0.00927643784786647,False
COAD,STAD,50,30,19,0.6808390022675738,0.6806586270871985,0.00018037518037528066,False
COAD,STAD,50,40,0,0.6732117089259946,0.6683673469387755,0.004844361987219048,False
COAD,STAD,50,40,1,0.6885693671407958,0.6758142650999793,0.012755102040816424,True
COAD,STAD,50,40,2,0.7211399711399712,0.7349000206143063,0.013760049474335068,True
COAD,STAD,50,40,3,0.6889816532673676,0.7000618429189859,0.011080189651618277,True
COAD,STAD,50,40,4,0.6666151309008451,0.6887239744382601,0.022108843537414935,True
COAD,STAD,50,40,5,0.7259843331271904,0.724129045557617,0.0018552875695733162,False
COAD,STAD,50,40,6,0.6677489177489178,0.660198928056071,0.007549989692846704,False
COAD,STAD,50,40,7,0.6336837765409195,0.6491960420531848,0.015512265512265366,True
COAD,STAD,50,40,8,0.7507730364873222,0.7650484436198721,0.014275407132549933,True
COAD,STAD,50,40,9,0.6971758400329829,0.7080498866213152,0.010874046588332242,True
COAD,STAD,50,40,10,0.7093382807668521,0.6825396825396826,0.026798598227169568,True
COAD,STAD,50,40,11,0.7907132549989693,0.79073902288188,2.576788291075438e-05,False
COAD,STAD,50,40,12,0.7372706658420944,0.7351061636775922,0.0021645021645022577,False
COAD,STAD,50,40,13,0.791537827252113,0.7997835497835497,0.008245722531436739,False
COAD,STAD,50,40,14,0.7132549989692847,0.7065295815295816,0.0067254174397031186,False
COAD,STAD,50,40,15,0.7980828695114409,0.7896567717996289,0.00842609771181202,False
COAD,STAD,50,40,16,0.6868171511028655,0.702020202020202,0.015203050917336536,True
COAD,STAD,50,40,17,0.6813543599257885,0.6835961657390228,0.002241805813234299,False
COAD,STAD,50,40,18,0.6146155431869719,0.6350237064522779,0.020408163265306034,True
COAD,STAD,50,40,19,0.7073799216656359,0.7011698618841475,0.006210059781488364,False
COAD,STAD,50,50,0,0.655328798185941,0.6538857967429397,0.0014430014430013571,False
COAD,STAD,50,50,1,0.7077406720263864,0.6976396619253762,0.010101010101010166,True
COAD,STAD,50,50,2,0.7174809317666461,0.7307256235827664,0.013244691816120313,True
COAD,STAD,50,50,3,0.6876932591218305,0.697459286745001,0.00976602762317047,False
COAD,STAD,50,50,4,0.6528550814265099,0.6786487322201609,0.025793650793650924,True
COAD,STAD,50,50,5,0.7064522778808493,0.728973407544836,0.022521129663986672,True
COAD,STAD,50,50,6,0.6608431251288395,0.6587559266130695,0.0020871985157699946,False
COAD,STAD,50,50,7,0.6350237064522779,0.6551999587713874,0.020176252319109467,True
COAD,STAD,50,50,8,0.7766955266955268,0.7890641104926819,0.012368583797155108,True
COAD,STAD,50,50,9,0.7645330859616574,0.7603071531642961,0.004225932797361276,False
COAD,STAD,50,50,10,0.7458256029684601,0.7135642135642135,0.03226138940424661,True
COAD,STAD,50,50,11,0.7976190476190477,0.7934446505875077,0.004174397031539989,False
COAD,STAD,50,50,12,0.7189239332096475,0.723046794475366,0.0041228612657184804,False
COAD,STAD,50,50,13,0.8061739847454132,0.8218408575551432,0.015666872809730004,True
COAD,STAD,50,50,14,0.7142857142857142,0.7132549989692847,0.001030715316429509,False
COAD,STAD,50,50,15,0.7700989486703773,0.7520356627499486,0.018063285920428718,True
COAD,STAD,50,50,16,0.6889301175015461,0.7112708719851577,0.022340754483611613,True
COAD,STAD,50,50,17,0.7134096062667491,0.7046742939600081,0.008735312306740961,False
COAD,STAD,50,50,18,0.6604823747680891,0.6812512883941455,0.020768913626056373,True
COAD,STAD,50,50,19,0.7012987012987013,0.6995464852607709,0.0017522160379304097,False
COAD,STAD,50,60,0,0.6976911976911977,0.7068645640074211,0.009173366316223452,False
COAD,STAD,50,60,1,0.7045454545454545,0.6977427334570191,0.006802721088435382,False
