experiment,source,target,base,arm,k,draw_seed,auc,fold_auc,fold_gap,fold_diverged
few-label,UCEC,COAD,single,warm,5,13,0.7112285787364652,0.7069668692776936,0.004261709458771579,False
few-label,target-only,COAD,target-only,cold,5,14,0.6674908346832636,0.7062755394776248,0.038784704794361136,True
few-label,UCEC,COAD,single,warm,5,14,0.7299428766305738,0.7173412219469817,0.01260165468359209,True
few-label,target-only,COAD,target-only,cold,5,15,0.6966493307187313,0.7417323491360235,0.04508301841729223,True
few-label,UCEC,COAD,single,warm,5,15,0.7581635263023275,0.7382770551196568,0.01988647118267073,True
few-label,target-only,COAD,target-only,cold,5,16,0.5122772614886181,0.5885372890377856,0.0762600275491675,True
few-label,UCEC,COAD,single,warm,5,16,0.6286128399693068,0.6507631403132892,0.022150300343982354,True
few-label,target-only,COAD,target-only,cold,5,17,0.5791627589734845,0.6148350708653589,0.035672311891874475,True
few-label,UCEC,COAD,single,warm,5,17,0.6736720948077415,0.6780898951539468,0.004417800346205314,False
few-label,target-only,COAD,target-only,cold,5,18,0.6841589223292693,0.6619850230316964,0.022173899297572963,True
few-label,UCEC,COAD,single,warm,5,18,0.7023190382811834,0.6796843196525421,0.022634718628641304,True
few-label,target-only,COAD,target-only,cold,5,19,0.48870321425526475,0.5372982983583777,0.04859508410311297,True
few-label,UCEC,COAD,single,warm,5,19,0.6165487253815329,0.5979498037546696,0.018598921626863385,True
few-label,target-only,COAD,target-only,cold,10,0,0.7277687782419644,0.7061635123124697,0.021605265929494744,True
few-label,UCEC,COAD,single,warm,10,0,0.7373603887799471,0.7239644181813993,0.013395970598547802,True
few-label,target-only,COAD,target-only,cold,10,1,0.760550771591781,0.7239298821558007,0.0366208894359803,True
few-label,UCEC,COAD,single,warm,10,1,0.7547105465086538,0.724169684006824,0.030540862501829746,True
few-label,target-only,COAD,target-only,cold,10,2,0.6373518629039133,0.6764195091017335,0.039067646197820216,True
few-label,UCEC,COAD,single,warm,10,2,0.6613095745587859,0.6675917587873894,0.0062821842286034935,False
few-label,target-only,COAD,target-only,cold,10,3,0.6616932389803052,0.6534094088632322,0.00828383011707301,False
few-label,UCEC,COAD,single,warm,10,3,0.6932816096853952,0.6680006626386963,0.02528094704669892,True
few-label,target-only,COAD,target-only,cold,10,4,0.6604996163355784,0.6745760646172761,0.01407644828169774,True
few-label,UCEC,COAD,single,warm,10,4,0.6520589990621536,0.6721322973616916,0.020073298299537967,True
few-label,target-only,COAD,target-only,cold,10,5,0.6885923778668258,0.7262099988723623,0.03761762100553645,True
few-label,UCEC,COAD,single,warm,10,5,0.6988234291073409,0.6969721261305174,0.0018513029768234546,False
few-label,target-only,COAD,target-only,cold,10,6,0.7364651717964021,0.7452769502372283,0.008811778440826146,False
few-label,UCEC,COAD,single,warm,10,6,0.738298235143661,0.7112705020897673,0.02702773305389372,True
few-label,target-only,COAD,target-only,cold,10,7,0.7371046124989342,0.7360100778069993,0.0010945346919348786,False
few-label,UCEC,COAD,single,warm,10,7,0.7263193793162248,0.7266300075297096,0.0003106282134848204,False
few-label,target-only,COAD,target-only,cold,10,8,0.683093187825049,0.6868754978884076,0.003782310063358607,False
few-label,UCEC,COAD,single,warm,10,8,0.7036405490664166,0.6939676240674254,0.009672924998991195,False
few-label,target-only,COAD,target-only,cold,10,9,0.6092164719924972,0.6671320815342663,0.05791560954176911,True
few-label,UCEC,COAD,single,warm,10,9,0.6078097024469263,0.6427471878777739,0.034937485430847515,True
few-label,target-only,COAD,target-only,cold,10,10,0.5940404126523999,0.6597814904944994,0.06574107784209948,True
few-label,UCEC,COAD,single,warm,10,10,0.6712422201381192,0.6919036081980472,0.02066138805992801,True
few-label,target-only,COAD,target-only,cold,10,11,0.6558956432773467,0.686578811566895,0.030683168289548313,True
few-label,UCEC,COAD,single,warm,10,11,0.6808764600562707,0.685925334017191,0.0050488739609203526,False
few-label,target-only,COAD,target-only,cold,10,12,0.7612754710546509,0.7651443497471302,0.003868878692479316,False
few-label,UCEC,COAD,single,warm,10,12,0.7278114076221331,0.7363501575661457,0.008538749944012602,False
few-label,target-only,COAD,target-only,cold,10,13,0.6960098900161992,0.7007529194296821,0.004743029413482924,False
few-label,UCEC,COAD,single,warm,10,13,0.7432858726234121,0.7266395615308227,0.016646311092589405,True
few-label,target-only,COAD,target-only,cold,10,14,0.5543098303350669,0.6247588340711479,0.07044900373608098,True
few-label,UCEC,COAD,single,warm,10,14,0.5940404126524,0.6397446052237512,0.045704192571351165,True
few-label,target-only,COAD,target-only,cold,10,15,0.7111006905959588,0.7284529659902053,0.01735227539424644,True
few-label,UCEC,COAD,single,warm,10,15,0.7565862392360816,0.725337389191411,0.031248850044670595,True
few-label,target-only,COAD,target-only,cold,10,16,0.5842356552135732,0.6226840880624396,0.03844843284886634,True
few-label,UCEC,COAD,single,warm,10,16,0.6454940745161565,0.6573390418474828,0.01184496733132634,True
few-label,target-only,COAD,target-only,cold,10,17,0.6960951487765368,0.7074943181611504,0.011399169384613606,True
few-label,UCEC,COAD,single,warm,10,17,0.7047489129508058,0.684634832121426,0.02011408082937982,True
few-label,target-only,COAD,target-only,cold,10,18,0.6749509762128059,0.7366421278159112,0.06169115160310534,True
few-label,UCEC,COAD,single,warm,10,18,0.7069656407195839,0.7310203283971903,0.024054687677606434,True
few-label,target-only,COAD,target-only,cold,10,19,0.6381618211271208,0.658933178374092,0.02077135724697121,True
few-label,UCEC,COAD,single,warm,10,19,0.7057293886946884,0.6994861931073452,0.006243195587343209,False
few-label,target-only,COAD,target-only,cold,25,0,0.6557677551368404,0.659267381079695,0.0034996259428545784,False
few-label,UCEC,COAD,single,warm,25,0,0.6992923522891977,0.6976087915725453,0.0016835607166524325,False
few-label,target-only,COAD,target-only,cold,25,1,0.7409838860942961,0.7456748056643787,0.004690919570082608,False
few-label,UCEC,COAD,single,warm,25,1,0.7533890357234206,0.7443478610653387,0.009041174658081963,False
few-label,target-only,COAD,target-only,cold,25,2,0.764898968369,0.7668586384927001,0.00195967012370013,False
few-label,UCEC,COAD,single,warm,25,2,0.77171966919601,0.7442552850437656,0.027464384152244392,True
few-label,target-only,COAD,target-only,cold,25,3,0.7119959075795038,0.7138864396113652,0.0018905320318614027,False
few-label,UCEC,COAD,single,warm,25,3,0.6986529115866655,0.7100216973250737,0.01136878573840816,True
few-label,target-only,COAD,target-only,cold,25,4,0.7313922755563135,0.7222315222017308,0.009160753354582662,False
few-label,UCEC,COAD,single,warm,25,4,0.6934521272060704,0.6945354314669111,0.0010833042608406895,False
few-label,target-only,COAD,target-only,cold,25,5,0.6996333873305483,0.7063901856722115,0.006756798341663206,False
few-label,UCEC,COAD,single,warm,25,5,0.7104186205132578,0.7118010386391717,0.0013824181259138868,False
few-label,target-only,COAD,target-only,cold,25,6,0.6525705516241793,0.6926847688888405,0.040114217264661134,True
few-label,UCEC,COAD,single,warm,25,6,0.70423736038878,0.7142774940495894,0.010040133660809358,True
few-label,target-only,COAD,target-only,cold,25,7,0.6905106999744225,0.7131138162290098,0.02260311625458733,True
few-label,UCEC,COAD,single,warm,25,7,0.7282377014238214,0.722029472568698,0.006208228855123399,False
few-label,target-only,COAD,target-only,cold,25,8,0.7180066501833063,0.7266987024891692,0.008692052305862896,False
few-label,UCEC,COAD,single,warm,25,8,0.7254667917128486,0.7263161386776085,0.0008493469647599117,False
few-label,target-only,COAD,target-only,cold,25,9,0.7117827606786598,0.7167902897058805,0.005007529027220792,False
few-label,UCEC,COAD,single,warm,25,9,0.7567567567567567,0.7341063956456211,0.02265036111113561,True
few-label,target-only,COAD,target-only,cold,25,10,0.682880040924205,0.6920054096295407,0.009125368705335757,False
few-label,UCEC,COAD,single,warm,25,10,0.6915338050984738,0.7044736787542151,0.01293987365574123,True
few-label,target-only,COAD,target-only,cold,25,11,0.7329695626225594,0.7295436238152226,0.0034259388073367703,False
few-label,UCEC,COAD,single,warm,25,11,0.7286639952255094,0.7248788947453297,0.0037851004801796595,False
few-label,target-only,COAD,target-only,cold,25,12,0.6853525449739961,0.6967359642453983,0.011383419271402184,True
few-label,UCEC,COAD,single,warm,25,12,0.7209480774149545,0.7185964239335639,0.0023516534813905476,False
few-label,target-only,COAD,target-only,cold,25,13,0.6428084235655214,0.65290780955776,0.010099385992238585,True
few-label,UCEC,COAD,single,warm,25,13,0.702191150140677,0.6868462890414231,0.015344861099253926,True
few-label,target-only,COAD,target-only,cold,25,14,0.6561940489385285,0.6831740975564212,0.026980048617892716,True
few-label,UCEC,COAD,single,warm,25,14,0.707647710802285,0.7069977920126876,0.0006499187895973035,False
few-label,target-only,COAD,target-only,cold,25,15,0.6570892659220735,0.7035204235795101,0.04643115765743655,True
few-label,UCEC,COAD,single,warm,25,15,0.7100349560917384,0.7269976392359709,0.01696268314423255,True
few-label,target-only,COAD,target-only,cold,25,16,0.645621962656663,0.6673185194481123,0.021696556791449217,True
few-label,UCEC,COAD,single,warm,25,16,0.6655725125756672,0.6773233725338988,0.011750859958231663,True
few-label,target-only,COAD,target-only,cold,25,17,0.6851820274533208,0.727120863358202,0.04193883590488123,True
few-label,UCEC,COAD,single,warm,25,17,0.7172819507204364,0.7298048513882675,0.012522900667831016,True
few-label,target-only,COAD,target-only,cold,25,18,0.5626651888481542,0.5889136957051555,0.026248506857001308,True
few-label,UCEC,COAD,single,warm,25,18,0.6518032227811409,0.6543586148486844,0.002555392067543516,False
few-label,target-only,COAD,target-only,cold,25,19,0.7362946542757269,0.7403008446369916,0.004006190361264705,False
few-label,UCEC,COAD,single,warm,25,19,0.719242902208202,0.7250706883318602,0.005827786123658196,False
few-label,target-only,COAD,target-only,cold,40,0,0.636072981498849,0.6692773831045926,0.03320440160574356,True
few-label,UCEC,COAD,single,warm,40,0,0.6929405746440446,0.6937428143411262,0.000802239697081597,False
few-label,target-only,COAD,target-only,cold,40,1,0.6859919856765283,0.6862882520767327,0.00029626640020441464,False
few-label,UCEC,COAD,single,warm,40,1,0.692173245801006,0.6877161184286308,0.004457127372375247,False
few-label,target-only,COAD,target-only,cold,40,2,0.6602012106743967,0.6771388212912542,0.0169376106168575,True
few-label,UCEC,COAD,single,warm,40,2,0.6995481285702106,0.7092406627356975,0.009692534165486877,False
few-label,target-only,COAD,target-only,cold,40,3,0.6535083979878933,0.680141147498645,0.026632749510751674,True
few-label,UCEC,COAD,single,warm,40,3,0.6896581123710461,0.7047695993733729,0.015111487002326784,True
few-label,target-only,COAD,target-only,cold,40,4,0.6416148009207947,0.6567587231261511,0.01514392220535643,True
few-label,UCEC,COAD,single,warm,40,4,0.6720521783613267,0.6924905975630901,0.02043841920176337,True
few-label,target-only,COAD,target-only,cold,40,5,0.6966919600989002,0.6995440985143071,0.0028521384154068796,False
few-label,UCEC,COAD,single,warm,40,5,0.705814647455026,0.7065241247773522,0.0007094773223261797,False
few-label,target-only,COAD,target-only,cold,40,6,0.627248699803905,0.6510508043209136,0.023802104517008593,True
few-label,UCEC,COAD,single,warm,40,6,0.6832210759655555,0.6910313471147631,0.007810271149207626,False
few-label,target-only,COAD,target-only,cold,40,7,0.6960098900161991,0.6782319938695311,0.017777896146667915,True
few-label,UCEC,COAD,single,warm,40,7,0.7281950720436525,0.7080878023554289,0.020107269688223628,True
few-label,target-only,COAD,target-only,cold,40,8,0.6203427402165572,0.6346854739655137,0.014342733748956449,True
few-label,UCEC,COAD,single,warm,40,8,0.6451104100946372,0.6494541597098697,0.0043437496152325394,False
few-label,target-only,COAD,target-only,cold,40,9,0.6934521272060704,0.6763033848530373,0.017148742353033097,True
few-label,UCEC,COAD,single,warm,40,9,0.697842953363458,0.6822610687337599,0.015581884629698117,True
few-label,target-only,COAD,target-only,cold,40,10,0.6395259612925228,0.665415624208077,0.025889662915554168,True
few-label,UCEC,COAD,single,warm,40,10,0.6917043226191492,0.7024844386001288,0.01078011598097961,True
few-label,target-only,COAD,target-only,cold,40,11,0.6276323642254241,0.6390237719358871,0.011391407710462986,True
few-label,UCEC,COAD,single,warm,40,11,0.6816011595191406,0.6803350126647049,0.0012661468544357124,False
few-label,target-only,COAD,target-only,cold,40,12,0.6843720692301134,0.7059390166271994,0.021566947397085978,True
few-label,UCEC,COAD,single,warm,40,12,0.7554778753516923,0.7479669032280751,0.007510972123617177,False
few-label,target-only,COAD,target-only,cold,40,13,0.6145451445135988,0.6308530706301312,0.016307926116532423,True
few-label,UCEC,COAD,single,warm,40,13,0.6792139142296871,0.6842835529801766,0.005069638750489491,False
few-label,target-only,COAD,target-only,cold,40,14,0.5890101457924801,0.6280313713650357,0.03902122557255561,True
few-label,UCEC,COAD,single,warm,40,14,0.6518032227811408,0.6718525589493811,0.02004933616824034,True
few-label,target-only,COAD,target-only,cold,40,15,0.6373944922840822,0.6416088170353315,0.0042143247512492765,False
few-label,UCEC,COAD,single,warm,40,15,0.6787449910478303,0.6777410956030618,0.0010038954447684212,False
few-label,target-only,COAD,target-only,cold,40,16,0.6535936567482309,0.6875369513527408,0.033943294604509955,True
few-label,UCEC,COAD,single,warm,40,16,0.724656833489641,0.7330681705473165,0.008411337057675494,False
few-label,target-only,COAD,target-only,cold,40,17,0.6497996419132066,0.6564602168216865,0.006660574908479933,False
few-label,UCEC,COAD,single,warm,40,17,0.6992923522891977,0.6940296890023802,0.0052626632868175705,False
few-label,target-only,COAD,target-only,cold,40,18,0.6063603035211869,0.6338244328770644,0.027464129355877498,True
few-label,UCEC,COAD,single,warm,40,18,0.6730752834853782,0.6786517569928693,0.005576473507491131,False
few-label,target-only,COAD,target-only,cold,40,19,0.7326285275812089,0.7479363806225772,0.01530785304136828,True
few-label,UCEC,COAD,single,warm,40,19,0.7277687782419644,0.72369963248712,0.0040691457548444054,False
few-label,target-only,COAD,target-only,cold,all,,0.6261403359195158,0.6544832976248071,0.02834296170529127,True
few-label,UCEC,COAD,single,warm,all,,0.6822832296018415,0.6923641305731673,0.010080900971325746,True
few-label,STAD,COAD,single,warm,0,,0.7561599454343935,0.7372439201535528,0.018916025280840687,True
few-label,STAD,COAD,single,warm,3,0,0.7567141273765879,0.7543584911722945,0.0023556362042934653,False
few-label,STAD,COAD,single,warm,3,1,0.7701850115099327,0.750482656205099,0.019702355304833663,True
few-label,STAD,COAD,single,warm,3,2,0.7275130019609516,0.7197295500483186,0.007783451912632966,False
few-label,STAD,COAD,single,warm,3,3,0.7566714979964192,0.7292902539367285,0.027381244059690668,True
few-label,STAD,COAD,single,warm,3,4,0.7532185182027452,0.7302104844840693,0.02300803371867588,True
few-label,STAD,COAD,single,warm,3,5,0.7730838093614119,0.7454671420932593,0.027616667268152595,True
few-label,STAD,COAD,single,warm,3,6,0.768778241964362,0.7449442280107622,0.023834013953599742,True
few-label,STAD,COAD,single,warm,3,7,0.7557336516327052,0.7314072269449629,0.024326424687742376,True
few-label,STAD,COAD,single,warm,3,8,0.7618296529968455,0.7580334356694834,0.003796217327362017,False
few-label,STAD,COAD,single,warm,3,9,0.761019694773638,0.758813471147632,0.0022062236260059764,False
few-label,STAD,COAD,single,warm,3,10,0.7702276408901014,0.7522413017303783,0.01798633915972314,True
few-label,STAD,COAD,single,warm,3,11,0.7474635518799556,0.7407111507603067,0.006752401119648921,False
few-label,STAD,COAD,single,warm,3,12,0.7662204791542331,0.7560439651378082,0.010176514016424831,True
few-label,STAD,COAD,single,warm,3,13,0.7608491772529627,0.7278864202111471,0.032962757041815616,True
few-label,STAD,COAD,single,warm,3,14,0.7582914144428341,0.7475535924959956,0.010737821946838477,True
few-label,STAD,COAD,single,warm,3,15,0.7520675249381874,0.74485912167938,0.00720840325880745,False
few-label,STAD,COAD,single,warm,3,16,0.7760678659732287,0.7602002745130848,0.015867591460143937,True
few-label,STAD,COAD,single,warm,3,17,0.7511296785744734,0.7373789535522405,0.013750725022232957,True
few-label,STAD,COAD,single,warm,3,18,0.7544973996078097,0.7492145973302875,0.005282802277522203,False
few-label,STAD,COAD,single,warm,3,19,0.7592718901867167,0.7699082133247973,0.010636323138080606,True
few-label,STAD,COAD,single,warm,5,0,0.7278966663824707,0.7372852753557818,0.009388608973311063,False
few-label,STAD,COAD,single,warm,5,1,0.7501065734504221,0.7254539244822263,0.024652648968195745,True
few-label,STAD,COAD,single,warm,5,2,0.7218006650183306,0.7067035755814306,0.015097089436900024,True
few-label,STAD,COAD,single,warm,5,3,0.7625117230795464,0.7341978640359971,0.028313859043549328,True
few-label,STAD,COAD,single,warm,5,4,0.7610196947736381,0.7485839150367453,0.012435779736892805,True
few-label,STAD,COAD,single,warm,5,5,0.7550942109301731,0.7488981743182339,0.006196036611939237,False
few-label,STAD,COAD,single,warm,5,6,0.7790519225850456,0.7561287246902937,0.022923197894751945,True
few-label,STAD,COAD,single,warm,5,7,0.7649415977491688,0.7616629490998905,0.003278648649278293,False
few-label,STAD,COAD,single,warm,5,8,0.7524511893597067,0.7450564800971952,0.007394709262511512,False
few-label,STAD,COAD,single,warm,5,9,0.7500639440702532,0.7223209766069747,0.027742967463278534,True
few-label,STAD,COAD,single,warm,5,10,0.7605507715917811,0.7459834310013059,0.014567340590475153,True
few-label,STAD,COAD,single,warm,5,11,0.7111006905959587,0.7073222230709818,0.003778467524976903,False
few-label,STAD,COAD,single,warm,5,12,0.7645153039474807,0.7412269758818913,0.023288328065589337,True
few-label,STAD,COAD,single,warm,5,13,0.7387245289453491,0.7477644128463393,0.009039883900990198,False
few-label,STAD,COAD,single,warm,5,14,0.7529201125415637,0.7380793808420423,0.014840731699521381,True
few-label,STAD,COAD,single,warm,5,15,0.7610196947736381,0.7299942739044031,0.031025420869234988,True
few-label,STAD,COAD,single,warm,5,16,0.7436695370449313,0.7464485209152538,0.0027789838703224934,False
few-label,STAD,COAD,single,warm,5,17,0.7202233779520846,0.7035794826931867,0.016643895258897867,True
few-label,STAD,COAD,single,warm,5,18,0.7669025492369341,0.7413333660712011,0.025569183165732978,True
few-label,STAD,COAD,single,warm,5,19,0.743967942706113,0.7317384159479492,0.0122295267581638,True
few-label,STAD,COAD,single,warm,10,0,0.7594850370875608,0.7539626218424629,0.005522415245097889,False
few-label,STAD,COAD,single,warm,10,1,0.7684798363031802,0.7472054725589978,0.021274363744182345,True
few-label,STAD,COAD,single,warm,10,2,0.7505328672521101,0.7529261845954995,0.002393317343389434,False
few-label,STAD,COAD,single,warm,10,3,0.7410691448546338,0.7252209278639269,0.01584821699070693,True
few-label,STAD,COAD,single,warm,10,4,0.6773808508824282,0.6831357099812909,0.005754859098862752,False
few-label,STAD,COAD,single,warm,10,5,0.7405149629124391,0.7475516458053697,0.007036682892930579,False
few-label,STAD,COAD,single,warm,10,6,0.7612754710546509,0.7405827710301394,0.020692700024511512,True
few-label,STAD,COAD,single,warm,10,7,0.7624264643192088,0.7493339668717027,0.013092497447506068,True
few-label,STAD,COAD,single,warm,10,8,0.7201807485719157,0.7118294732962062,0.008351275275709558,False
few-label,STAD,COAD,single,warm,10,9,0.6970329951402507,0.7031358882207939,0.006102893080543126,False
few-label,STAD,COAD,single,warm,10,10,0.7240600221672776,0.7311527245787425,0.0070927024114648685,False
few-label,STAD,COAD,single,warm,10,11,0.7539858470457841,0.7452253462635787,0.00876050078220536,False
few-label,STAD,COAD,single,warm,10,12,0.7694603120470629,0.7494306102702328,0.020029701776830056,True
few-label,STAD,COAD,single,warm,10,13,0.7690766476255434,0.744444649965504,0.02463199766003943,True
few-label,STAD,COAD,single,warm,10,14,0.7164293631170604,0.7290753098275442,0.012645946710483802,True
few-label,STAD,COAD,single,warm,10,15,0.7649842271293376,0.7469832388178962,0.018000988311441368,True
few-label,STAD,COAD,single,warm,10,16,0.7310086111347942,0.717782473236793,0.0132261378980012,True
few-label,STAD,COAD,single,warm,10,17,0.7554778753516923,0.7301162370124634,0.025361638339228887,True
few-label,STAD,COAD,single,warm,10,18,0.69920709352886,0.7248305002952471,0.02562340676638708,True
few-label,STAD,COAD,single,warm,10,19,0.7377014238212977,0.7300700141742843,0.007631409647013365,False
few-label,STAD,COAD,single,warm,25,0,0.7320317162588456,0.7068200902595143,0.025211625999331244,True
few-label,STAD,COAD,single,warm,25,1,0.8026685991985677,0.7773013557114848,0.025367243487082858,True
few-label,STAD,COAD,single,warm,25,2,0.7821212379572002,0.7514919695222575,0.030629268434942736,True
few-label,STAD,COAD,single,warm,25,3,0.7287918833660159,0.7185838732050251,0.01020801016099071,True
few-label,STAD,COAD,single,warm,25,4,0.7483161394833319,0.7351901748808402,0.013125964602491713,True
few-label,STAD,COAD,single,warm,25,5,0.7916275897348453,0.7737612730423058,0.017866316692539463,True
few-label,STAD,COAD,single,warm,25,6,0.7008696393554438,0.7158869367419516,0.01501729738650781,True
few-label,STAD,COAD,single,warm,25,7,0.7672009548981158,0.7506568507626105,0.016544104135505333,True
