budget,target_share,draw_seed,raw_auc,rank_auc,rank_gap,rank_diverged
200,40,5,0.8142650999793858,0.8039579468150897,0.01030715316429609,True
200,40,6,0.8366831581117294,0.8378169449598021,0.0011337868480726376,False
200,40,7,0.8081838796124511,0.8107091321377036,0.002525252525252486,False
200,40,8,0.8011234796949083,0.8013811585240156,0.00025767882910732176,False
200,40,9,0.8459595959595959,0.8518346732632447,0.005875077303648779,False
200,40,10,0.7575757575757575,0.7587095444238301,0.0011337868480726376,False
200,40,11,0.8390538033395176,0.8439754689754689,0.004921665635951311,False
200,40,12,0.8223046794475366,0.831271902700474,0.008967223252937417,False
200,40,13,0.8026180169037311,0.7936765615337044,0.008941455370026774,False
200,40,14,0.8058132343846629,0.8115079365079365,0.0056947021232736095,False
200,40,15,0.8264275407132551,0.8276643990929704,0.001236858379715322,False
200,40,16,0.8185941043083901,0.8168161203875488,0.001777983920841275,False
200,40,17,0.7630385487528345,0.7718769325912183,0.008838383838383757,False
200,40,18,0.8077200577200576,0.8118686868686869,0.004148629148629235,False
200,40,19,0.752267573696145,0.7778035456606885,0.02553597196454349,True
200,50,0,0.8304473304473303,0.8219439290867863,0.00850340136054406,False
200,50,1,0.8525046382189239,0.8725262832405689,0.02002164502164505,True
